"Country.Name","NY.GDP.PCAP.CD.YR2013","NY.GDP.PCAP.CD.YR2014","NY.GDP.PCAP.CD.YR2015","NY.GDP.PCAP.CD.YR2016","NY.GDP.PCAP.CD.YR2017","NY.GDP.PCAP.CD.YR2018","NY.GDP.PCAP.CD.YR2019","NY.GDP.PCAP.CD.YR2020","NY.GDP.PCAP.CD.YR2021","NY.GDP.PCAP.CD.YR2022","IT.NET.USER.ZS.YR2013","IT.NET.USER.ZS.YR2014","IT.NET.USER.ZS.YR2015","IT.NET.USER.ZS.YR2016","IT.NET.USER.ZS.YR2017","IT.NET.USER.ZS.YR2018","IT.NET.USER.ZS.YR2019","IT.NET.USER.ZS.YR2020","IT.NET.USER.ZS.YR2021","IT.NET.USER.ZS.YR2022","IT.CEL.SETS.P2.YR2013","IT.CEL.SETS.P2.YR2014","IT.CEL.SETS.P2.YR2015","IT.CEL.SETS.P2.YR2016","IT.CEL.SETS.P2.YR2017","IT.CEL.SETS.P2.YR2018","IT.CEL.SETS.P2.YR2019","IT.CEL.SETS.P2.YR2020","IT.CEL.SETS.P2.YR2021","IT.CEL.SETS.P2.YR2022","SL.TLF.ADVN.ZS.YR2013","SL.TLF.ADVN.ZS.YR2014","SL.TLF.ADVN.ZS.YR2015","SL.TLF.ADVN.ZS.YR2016","SL.TLF.ADVN.ZS.YR2017","SL.TLF.ADVN.ZS.YR2018","SL.TLF.ADVN.ZS.YR2019","SL.TLF.ADVN.ZS.YR2020","SL.TLF.ADVN.ZS.YR2021","SL.TLF.ADVN.ZS.YR2022","PV.PER.RNK.YR2013","PV.PER.RNK.YR2014","PV.PER.RNK.YR2015","PV.PER.RNK.YR2016","PV.PER.RNK.YR2017","PV.PER.RNK.YR2018","PV.PER.RNK.YR2019","PV.PER.RNK.YR2020","PV.PER.RNK.YR2021","PV.PER.RNK.YR2022",".YR2013",".YR2014",".YR2015",".YR2016",".YR2017",".YR2018",".YR2019",".YR2020",".YR2021",".YR2022"
"Montenegro",7188.86244459578,7387.87103632246,6517.18961381857,7033.43800629458,7803.36257940837,8850.37840418683,8909.65333601178,7677.36914105517,9465.96640819442,9893.51590693197,60.31,61,68.11978601,69.88164684,71.27233254,71.51710049,73.47666575,77.60879306,82.21969752,88.22192026,156.7802305,159.751787,158.981712,164.3464653,165.1820416,179.6504897,182.5833286,171.7021595,178.3957863,203.1681662,78.61,78.35,79.04,78.52,78.42,79.66,79.72,77.62,79.5,NA,64.4549789428711,54.761905670166,52.3809509277344,55.7142868041992,42.8571434020996,48.5849075317383,50.4716987609863,46.698112487793,42.4528312683105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morocco",3377.6435546875,3430.53466796875,3139.22827148438,3132.9521484375,3288.50268554688,3492.67236328125,3498.58251953125,3258.10498046875,3795.38696289063,3527.94189453125,56,56.8,57.07999935,58.27123642,61.76221201,64.80386519,84.12036305,84.12036305,88.13031937,NA,125.8279977,129.0186985,124.279337,118.1848162,123.4247246,124.1715549,127.9529984,133.893994,137.4592738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.9099521636963,29.5238094329834,33.8095245361328,34.2857131958008,31.4285717010498,34.9056587219238,33.0188674926758,34.9056587219238,32.5471687316895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mozambique",672.203988558972,680.375300447653,594.226917756451,430.992945098065,462.699970143116,504.535826061786,508.163403756662,454.062364345564,491.83907494798,541.454425499229,5.5,6,6.5,7,7.796326608,10.9,14.63855268,16.31226657,17.37283681,NA,49.11065305,70.98140522,75.00930402,54.25090462,41.56716262,47.83274319,48.7801676,49.59621356,42.66671846,42.07158261,NA,NA,76.31,NA,NA,NA,NA,NA,NA,NA,38.3886260986328,32.3809509277344,27.619047164917,12.8571424484253,15.2380952835083,18.3962268829346,20.2830181121826,10.8490562438965,11.3207550048828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myanmar",1195.93779969734,1238.72871010838,1224.5623682428,1161.86181771761,1175.20255456427,1274.91566321935,1295.20148745222,1477.45290479479,1210.5406876897,1095.70178954585,1.8,7.4,10.9,16,23.62108195,28.7,30.63536537,41.95429049,44.02167324,NA,13.48984154,56.83954844,79.62426697,97.48338233,91.69666523,116.0975729,154.4969145,147.0303762,126.2686102,106.6964737,NA,NA,69.99,NA,66.53,66.96,66.46,69.63,NA,NA,14.2180099487305,11.4285717010498,10.4761905670166,18.0952377319336,13.3333330154419,11.3207550048828,10.8490562438965,9.90566062927246,4.71698093414307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Namibia",5463.03136620996,5544.1038127905,4965.67282931154,4614.89217952266,5453.57062341501,5687.38118605248,5126.17614281673,4252.04180684509,4919.18895548026,4911.32763537761,13.9,14.84,25.68785182,31.03334594,36.83740647,40,44.8268148,48.76420428,52.9734788,NA,123.7423736,119.0807762,111.7016048,114.4876454,113.3498609,114.6990872,115.4093117,116.4327399,115.2226488,113.1970166,86.59,85.72,NA,74.77,NA,79.01,NA,NA,NA,NA,78.6729888916016,66.6666641235352,69.523811340332,70.9523773193359,67.6190490722656,67.9245300292969,62.7358474731445,63.2075462341309,63.2075462341309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nauru",8825.97522077303,9063.00364136768,7587.25148547245,8528.62766313758,9361.0386655318,10985.8755528475,10316.5250416633,10124.7004971896,11632.6914902719,11913.6573290384,NA,NA,NA,NA,62.38512451,NA,74.73791894,76.6826512,83.93521594,NA,NA,NA,84.04112651,86.56116114,85.60178052,NA,82.42664029,81.20178644,79.92327366,NA,78.11,NA,NA,NA,NA,NA,NA,NA,87.95,NA,85.7819900512695,66.1904754638672,62.3809509277344,65.7142868041992,64.7619018554688,72.1698150634766,72.1698150634766,81.6037750244141,73.1132049560547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nepal",809.384457748037,827.744704916142,882.307663457577,880.224893683469,1027.96547448918,1161.5343496196,1185.68231813605,1139.18989202387,1229.39420520705,1336.54604726414,13.3,15.44,17.58161801,20.7,24.3,28.6,34.80551799,45.84615896,51.63135772,NA,78.01707755,83.82947761,99.65856976,115.2869264,128.0766788,137.4358818,134.2096779,130.203706,127.2282803,NA,NA,NA,NA,NA,67.67,NA,NA,NA,NA,NA,14.6919431686401,21.4285717010498,14.2857141494751,17.1428565979004,25.7142848968506,26.4150943756104,28.7735843658447,41.5094337463379,38.2075462341309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Netherlands",52198.8975607458,52900.5374153222,45193.4032187971,46039.105928411,48675.2223350217,53044.5324352244,52476.2732533318,52162.5701150397,57708.1112134322,55985.4034255707,93.9564,91.666666,91.72413793,90.4109589,93.19727891,91.89189189,93.2885906,91.33333333,92.05298013,92.51968504,115.4123066,115.3822493,122.1109286,121.9889276,119.3221581,122.1100816,125.3335923,122.8307665,125.0621654,118.0652669,81.05,80.85,80.72,80.16,80.22,80.71,80.47,80.49,79.38,80.48,90.9952621459961,86.1904754638672,80.476188659668,77.6190490722656,80.476188659668,76.4150924682617,75.9433975219727,74.5283050537109,79.7169799804688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Caledonia",38503.2538471888,39675.5663122926,32428.5721129183,32286.9105568684,33874.9307617678,36495.1959858513,34934.5794941128,34700.9816157681,36668.4253519191,NA,66,70,74.00175279,NA,82.0058408,NA,NA,NA,NA,NA,87.01346628,86.5746907,91.96027304,NA,NA,NA,91.10851024,90.78117198,90.34051425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Zealand",42976.6495882584,44572.8987536626,38630.7265886928,40058.1961621466,42910.9728362488,43236.8866923404,42796.4305818389,41760.5947839997,49996.4206725811,48249.2640150011,82.78,84,85.2,86.5,87.7,89,89.86372003,92.8650738,95.91020269,NA,107.0856263,112.9769538,121.9886768,130.674682,134.8432405,130.5976242,121.2131234,123.2134933,113.9631575,114.6898687,69.76,82.45,83.28,83.57,84.24,83.64,83.76,83.42,NA,NA,98.5782012939453,99.523811340332,99.0476226806641,99.523811340332,98.5714263916016,99.0566024780273,96.698112487793,97.6415100097656,96.698112487793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nicaragua",1794.78256608089,1913.52132128269,2025.32726145896,2079.44552907512,2127.27765860035,1981.86316786346,1905.63831305189,1876.60737169569,2064.92511550317,2255.42598603695,15.5,17.6,19.7042915,24.57183396,30.4,37.6,44.91635601,53.4046527,57.14684935,NA,111.2683166,113.8384416,115.3296496,121.2275335,126.2222916,113.2267851,86.86221512,88.25160841,97.10898703,NA,NA,85.64,NA,NA,NA,NA,NA,NA,NA,NA,37.9146919250488,43.3333320617676,43.3333320617676,43.8095245361328,44.2857131958008,14.6226415634155,14.1509437561035,25,29.7169818878174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Niger",548.157849006161,560.754475310886,481.111301119154,497.036120778867,514.543268872382,567.330849192284,550.963543141805,564.821997328603,590.629481388087,533.028763819513,1.15,1.248675689,2.476219975,4.32275803,10.22431156,NA,16.61190218,21.46379477,22.38613931,NA,37.56084948,42.51700417,44.50986093,35.71309522,40.38511133,NA,51.69473548,58.5157033,56.38600069,NA,NA,68.85,NA,NA,69.58,NA,NA,NA,NA,NA,9.47867298126221,10,13.3333330154419,11.9047622680664,10.4761905670166,8.96226406097412,9.43396186828613,7.54716968536377,8.01886749267578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nigeria",2976.75673612767,3200.95314600431,2679.55476480921,2144.77993839856,1941.87948520625,2125.83428239448,2334.02354308408,2074.61392802438,2065.74906750923,2184.42149316828,19.1,21,24.5,28.5,33.2,38.7,45.03137342,51.45837417,55.36371347,NA,72.82602613,77.46743354,81.97475275,81.80668821,74.89572893,87.06722748,90.79595497,98.03255552,91.43723303,101.6857635,NA,NA,NA,72.55,NA,NA,73.6,NA,NA,NA,3.79146909713745,5.2380952835083,6.1904764175415,6.1904764175415,5.2380952835083,4.71698093414307,4.71698093414307,4.71698093414307,6.13207530975342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"North America",53234.150098465,54714.4709286191,55452.4213839576,56312.4348848537,58423.8858786865,61174.6914729159,63203.3738891388,61461.1211260357,68382.9399492465,74164.6530205831,72.8285798817087,74.4025684229669,76.0897390827157,86.1046615931719,87.8181718445366,89.1149711639375,89.6808050999081,90.7906948436444,91.8631322651679,NA,95.6699687771596,98.3059011964548,100.416465445554,101.55952088943,101.490723797415,103.325712553342,104.918145873867,102.956823093426,105.363879718286,108.23368753431,75.1374914335555,74.5293269586941,74.0681998112844,73.7682322778087,73.4622638022819,73.3573860230672,73.3277952130222,71.7917901285211,71.6767947551192,71.9670460169512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"North Macedonia",5241.05363860085,5495.73140012997,4861.55615984223,5149.58676436907,5450.49703529752,6108.73913136452,6070.38805358275,5965.45023195365,6694.64112581709,6591.4712922903,65.24,68.06,70.38020308,72.15681447,74.51682418,79.16775519,81.41288276,81.40553811,83.01821027,NA,106.4234629,105.6594552,98.8434801,97.17078414,95.07708173,93.16855383,90.86343805,88.20817101,92.29897353,97.83329942,79.49,79.26,80.45,81.27,81.49,81.24,81.09,81.1,80.22,80.38,33.1753540039063,56.6666679382324,35.7142868041992,32.8571434020996,36.6666679382324,39.1509437561035,46.698112487793,50.4716987609863,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northern Mariana Islands",14806.0067892829,16044.4307312558,17665.1007493109,24054.9156122269,30751.6410731534,25862.7544529262,23687.2718520599,17302.9221368504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Norway",103553.840134417,97666.6951838749,74809.9658049898,70867.3609970749,76131.8384032764,82792.8427113304,76430.5889473338,68340.0181033702,90655.3910229392,106148.778627718,95.0534,96.3,96.81032569,97.29820367,96.3576013,96.49165799,98.00000439,94.60755647,99.0000036,98.99997764,112.0335357,111.6785885,110.1059349,109.4141225,108.380522,107.6910276,107.9941993,108.285471,109.6884687,110.6788541,84.82,85.23,85.01,84.41,83.5,83.19,83.67,83.73,83.06,80.91,95.7345962524414,89.523811340332,91.4285736083984,93.3333358764648,90.476188659668,90.5660400390625,91.9811325073242,94.3396224975586,90.0943374633789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Not classified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECD members",37494.4599104378,38003.5730732136,35600.8318697942,36050.9052347759,37405.8305439479,39352.5214381054,39531.3435697755,38341.3207587843,42522.4500902694,43260.7027011599,71.529156133675,73.1352703768472,75.678338922766,79.8591168820483,80.5102852474432,82.3916492310369,84.7769259893362,86.202730297753,87.3872008287036,NA,109.860365426311,111.134001241857,111.741218539476,113.057251683705,114.135901730199,115.711339697942,116.859199303601,116.846970739129,119.661730921855,122.304805090448,77.4152078958004,77.1529117971313,77.0749236963089,76.9886834547928,76.815146150808,76.6034666905895,76.726452252001,74.8091426395312,74.9476886737554,75.4965472336051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oman",23563.9405992228,23121.2063768559,18777.4330589162,17082.2061998982,17802.5751178049,19887.5743113149,19132.1522739094,16707.6230063214,19509.4664633867,25056.7948608378,66.45,70.22,73.53,76.84539047,80.18563573,85.5,90.25944052,95.23229321,96.38007504,NA,149.2089101,153.8060369,155.7561043,153.2914555,148.8216278,139.9674164,138.2321115,140.0686492,135.0769728,NA,NA,NA,NA,NA,70.44,67.85,NA,NA,77.17,NA,62.5592422485352,70,71.4285736083984,72.8571395874023,71.9047622680664,66.0377349853516,66.5094375610352,58.9622650146484,60.8490562438965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Other small states",15307.1559029115,15449.9740381913,12506.3179993659,12092.1033399975,12899.8790530463,14068.4470181579,13563.8976571233,11679.5574715833,13931.796724276,15990.6473634936,35.4039987930709,39.422868378582,43.3716923471294,47.3771914478235,51.2720753504632,58.1751259103215,60.2242378204339,62.9561664522791,65.6681685051207,NA,108.538903888498,114.952634995347,117.050722160397,118.908154585445,116.948857614086,114.317591781548,112.732268009017,112.978603724282,118.207144488577,123.549894572075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pacific island small states",3582.87862118196,3851.25099308888,3723.87521329512,3866.86192070379,4128.66065294262,4286.73414362489,4234.83396306924,3713.50694343002,3641.55824740651,3874.93417803281,21.9648244991384,24.6382986022511,27.8871235790206,31.942898513633,40.5441318037434,NA,55.0301020420415,61.1660593404278,65.2370855292137,NA,69.5236648334447,72.2805965843785,77.2484130709622,83.781590361882,83.6290582383162,86.8609752052671,81.0742061939604,77.0756422471147,76.1797159429208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pakistan",1126.04077606401,1173.39230924409,1282.44302583998,1468.82207690892,1567.64061969895,1620.7425960251,1437.1658337701,1322.31478270271,1505.01019279459,1596.66266149236,9,10,11,12.38544676,13.78,15.34,17.07090172,18.93481469,21.0372074,NA,62.20843608,65.19134199,59.67675827,63.92184347,66.79261828,70.07944774,74.07560451,77.3005648,81.55130785,81.74691267,64.35,61.62,69.01,57.22,NA,61.2,64.67,NA,67.47,NA,0.947867274284363,3.33333325386047,1.42857146263123,1.42857146263123,1.90476191043854,2.8301887512207,3.30188679695129,5.18867921829224,6.60377359390259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Palau",12418.8261724235,13580.0067430883,15761.3633809149,16743.376740009,16011.6611537815,15948.275862069,15567.0908684974,14016.2474961051,12083.8881491345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.786296,107.4061587,133.4326177,NA,NA,NA,133.9584729,133.5410639,133.1557923,132.927167,NA,82.13,NA,NA,NA,NA,NA,79.04,NA,NA,85.7819900512695,82.8571395874023,79.523811340332,80,78.0952377319336,75.9433975219727,77.3584899902344,79.2452850341797,81.1320724487305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Panama",11932.2862205866,12837.2479584282,13669.5594424097,14382.2323819969,15185.9724813803,16156.0742942819,16472.8317548406,13293.3332050433,15491.2897902482,17357.6286293985,44.03,44.92,51.20542499,54,59.9506309,61.80553132,63.62841477,65.54188027,67.509728,NA,162.3588926,177.5895959,145.1045438,127.7034008,128.909028,137.3834585,137.6404715,142.2454753,147.7006123,156.3065885,83.18,82.41,84.26,82.13,82.28,83.47,84.93,80.54,79.38,79.16,41.2322273254395,54.2857131958008,59.0476188659668,60,60.9523811340332,55.6603775024414,57.5471687316895,54.2452812194824,55.1886787414551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Papua New Guinea",2578.49864720758,2742.25004998231,2502.07374624489,2332.6756636019,2495.14047352341,2584.32773832502,2593.77579783693,2446.08441340059,2644.53717330941,3020.26964580164,5.1,6.5,7.9,9.601538462,11.20919659,NA,19.97827095,27.73001017,32.05416291,NA,36.38292152,39.68382897,41.0035551,42.49834535,44.08217145,46.09170728,47.52430342,49.41720925,48.42485057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.962085723877,31.9047622680664,30.9523811340332,26.1904754638672,21.9047622680664,22.1698112487793,22.1698112487793,22.1698112487793,26.8867931365967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paraguay",6435.82655022784,6629.4265185753,5861.38972416093,5759.01833315657,6136.05835430284,6242.96150239538,5807.83881414187,5353.34804464198,5959.44176327886,6153.05567679103,36.9,43,49.71630466,53.40412748,61.07575622,64.99354302,68.51762842,73.95751114,77.01838621,76.25916611,117.4443175,119.9410874,119.974846,119.5138493,117.5106256,115.4634996,118.8639678,118.8308269,118.9635011,127.7049687,88.7,85.09,86.94,85.96,86.78,NA,NA,NA,NA,NA,22.748815536499,42.3809509277344,48.5714302062988,50.476188659668,46.1904754638672,43.8679237365723,46.2264137268066,47.6415100097656,47.1698112487793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Peru",6697.18768268879,6614.83049889676,6180.11879937394,6163.86117862599,6676.3077877014,6912.10462268352,6955.88176963678,6063.62657980167,6635.46392344859,7125.8292350929,39.2,40.2,40.85260091,45.46174069,50.45041218,55.05433424,59.9505036,65.25179796,71.10782643,74.67495125,99.18268397,105.0276552,111.4742209,118.631109,123.1285796,130.8994047,121.3854737,118.176464,127.8361756,122.0264016,87.04,86.93,85.86,86.63,86.01,87.19,85.82,78.34,82.55,84.23,20.3791465759277,27.1428565979004,32.3809509277344,38.0952377319336,36.1904754638672,37.2641525268555,42.4528312683105,34.4339637756348,32.0754699707031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Philippines",2847.56795417743,2935.9285781194,2974.29692047629,3038.15204593606,3077.43443152814,3194.67270414955,3413.8490672059,3224.4228110466,3460.53940077621,3498.50981598253,32.7,34.7,36.9,39.2,41.6,44.1,43.02661187,47.11190815,52.67573808,NA,103.1328562,109.8700461,114.3710694,114.5140314,112.3979818,123.9757392,151.5865313,133.3257005,143.4358742,144.0428223,NA,63.49,63.16,63.3,60.41,NA,NA,NA,NA,NA,16.1137447357178,21.9047622680664,19.5238094329834,9.5238094329834,11.4285717010498,12.7358493804932,16.5094337463379,20.7547168731689,16.9811325073242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Poland",13558.3425613478,14181.9501803099,12560.051419682,12378.8117640735,13815.499946254,15504.5089372145,15700.0135796738,15816.8204022734,17999.8322682985,18321.2808899533,62.8492,66.6,67.99698716,73.3007041,75.98536595,77.54173454,80.43590688,83.18488715,85.37490906,86.94113568,147.5698282,147.4923404,141.4598694,137.5522178,130.9503547,125.3471416,125.7168536,128.4226449,132.058828,131.9444373,80.21,80.38,80.55,80.55,80.31,80.55,80.45,80.01,81.13,81.08,81.5165863037109,76.1904754638672,75.2380981445313,63.3333320617676,64.2857131958008,63.2075462341309,65.0943374633789,62.2641525268555,61.3207550048828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Portugal",21653.1959752226,22103.7009703317,19250.1065376852,19991.9724878811,21490.4298631042,23562.5545228187,23330.8172889316,22242.4064179716,24598.4727937544,24274.5165823077,62.0956,64.59,68.63286148,70.42356709,73.79121395,74.66096815,75.34637794,78.26166044,82.30902804,84.49690644,114.5869644,114.2890262,113.0168861,111.9942091,114.1311837,115.2549871,115.7418865,115.078977,120.9425503,124.5494123,81.09,81.89,82.35,82.95,82.3,83.43,83.76,81.85,83,83.37,68.7203826904297,74.2857131958008,78.0952377319336,80.476188659668,89.523811340332,89.6226425170898,88.2075500488281,84.4339599609375,81.6037750244141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Post-demographic dividend",42524.0778250591,43169.4440151042,40641.1629320461,41372.2823086822,42971.5268715281,45386.7472120914,45701.5843923387,44494.6457414394,49340.466480345,50307.6693628282,75.6969819554253,77.3696289268783,78.6799700498259,83.1812572109828,84.4115490599948,85.9799355897481,87.4699228389831,88.6226626949204,89.2868474051948,NA,112.76243350235,114.286565073617,114.828386879561,115.999792347336,117.106881888307,118.571319766921,120.325840291568,120.082259897927,122.464288181858,124.353057874527,76.6421073538366,76.2609337773896,76.2510726075907,76.2044331835732,76.0908571167098,76.0119541456559,75.9742500491068,74.3205841518851,73.9226287848234,74.5133069870523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pre-demographic dividend",1819.86827662709,1876.47621861826,1557.65947525165,1382.13840053726,1429.30516801927,1447.50951774897,1484.2360142926,1329.36845168249,1413.97365959385,1553.28051193405,8.81810366428969,10.9052445728192,12.8868725637569,15.9076820863645,18.8202929515766,22.6731616873014,26.0474686567813,30.3722325314593,35.1730829175255,NA,62.2634245845749,67.2061877134112,70.6630939187647,68.1425805185222,68.6060228997526,73.3848389949006,75.7454289641895,79.9650119592337,80.385516649546,86.7805674982388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Puerto Rico",28513.1657351067,28981.4573305866,29763.4883013861,30627.1634017011,31108.7527508912,31615.0667918433,32916.866800639,31427.4291136799,32601.5656391821,35208.6371888414,68.99999,69,63.46633538,68.6438072,68.74077314,70.85639974,77.73643937,NA,84.78666399,NA,85.34247962,90.13525243,91.64100665,94.73994535,100.6830426,100.3319104,102.4016319,106.8204687,112.4430134,119.7930948,NA,NA,58.99,NA,NA,NA,NA,NA,NA,NA,56.3981056213379,75.7142868041992,73.8095245361328,70.476188659668,63.3333320617676,56.1320762634277,53.301887512207,60.3773574829102,61.7924537658691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Qatar",97630.8255152088,93126.1494633822,66984.9102002396,58467.2355711087,59407.6980498883,66264.081168209,62827.3969543275,52315.6600783117,66838.3276414802,88046.3204155891,85.3,91.49,92.88482645,95.12466217,97.38884917,99.65284913,99.65280421,99.65284913,100,NA,162.6308707,149.2831674,154.912235,140.745486,147.0842119,142.6223429,139.5526559,137.6081235,144.2023856,174.1281471,84.44,100,83.31,NA,84.43,NA,85.14,88.02,88.88,NA,91.9431304931641,80.476188659668,84.2857131958008,76.6666641235352,69.523811340332,66.9811325073242,70.2830200195313,69.8113174438477,83.4905624389648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Romania",9497.20742687855,10031.3421526698,8976.95523628605,9404.38048702324,10727.9717457361,12494.4246355892,12957.9991142218,13047.457681178,14927.1168555732,15892.1185256988,49.7645,54.08,55.76315563,59.50395129,63.74728218,70.68127793,73.65747575,78.45526895,83.5904265,85.50309124,114.1701218,114.6238647,116.1454247,115.669301,113.7122045,115.4396415,116.1173683,116.1812357,118.6275646,118.1071502,80.53,80.34,81.95,81.67,82.74,82.62,82.56,82.15,81.84,82.94,54.028434753418,48.5714302062988,54.2857131958008,56.1904754638672,48.5714302062988,49.0566024780273,64.6226425170898,63.6792449951172,62.2641525268555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Russian Federation",15974.623046875,14095.646484375,9313.021484375,8704.89453125,10720.33203125,11287.3544921875,11536.2587890625,10194.44140625,12593.1572265625,15345.0966796875,67.97,70.52,70.09924123,73.09143462,76.00813853,80.86472187,82.64216187,84.99466978,88.21384578,90.41799163,151.2556334,152.7878864,156.7665611,157.718498,156.187408,157.431312,164.3876311,163.5893357,168.9847242,NA,69.54,70.65,70.77,71.33,66.64,66.94,67.07,66.73,67.02,56.58,22.274881362915,14.7619047164917,13.8095235824585,15.2380952835083,23.8095245361328,27.3584899902344,26.4150943756104,22.6415100097656,23.1132068634033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rwanda",704.423523628556,724.728681179813,733.822850390664,728.806677024971,756.547604942853,768.964130260141,806.128014394646,773.820557473379,821.228194072436,966.327110112571,9,10.6,12.5,14.6,17.2,19.2,21.35801007,23.8,30.46181693,NA,60.25535633,68.14488903,75.23533322,74.77669748,72.10934219,77.40789677,75.25147588,80.74026868,80.99152957,79.86005064,NA,93.17,NA,NA,70.99,72.32,70.73,77.84,74.17,75.91,42.1800956726074,35.238094329834,45.7142868041992,44.761905670166,50,52.8301887512207,50,49.0566024780273,52.3584899902344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Samoa",3989.8982485629,3948.7287814226,4048.46705675448,4105.81068128252,4261.64051331162,4189.05221936817,4308.30145287685,4042.72271474144,3857.35668493835,3743.20567929219,15.3,21.2,25.40700977,31.7,39.4,49.1,61.21060766,69.20598813,78.24573185,NA,49.95873741,52.79816809,59.20145797,73.46748142,59.82324327,47.68694475,39.6404049,32.10362492,31.54083853,60.40057199,NA,NA,NA,NA,78.18,NA,NA,NA,NA,NA,81.9905242919922,90,92.3809509277344,92.8571395874023,91.4285736083984,91.5094375610352,91.5094375610352,91.5094375610352,91.0377349853516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"San Marino",50435.367329687,50133.6065241633,42281.8112547926,43398.4285242172,44885.5178370475,48464.5246465877,47287.3983949924,45321.489222868,54982.4517157142,NA,NA,NA,NA,NA,60.18230126,NA,67.85071029,70.48342785,74.8623274,NA,110.5002253,112.6119381,109.0974084,108.0865402,111.5809255,112.7181169,113.3770262,114.6822713,118.5325668,121.8062983,NA,NA,NA,60.86,NA,NA,NA,NA,NA,NA,85.7819900512695,82.8571395874023,79.523811340332,80,78.0952377319336,75.9433975219727,78.301887512207,76.8867950439453,78.7735824584961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
