"Country.Name","NY.GDP.PCAP.CD.YR2013","NY.GDP.PCAP.CD.YR2014","NY.GDP.PCAP.CD.YR2015","NY.GDP.PCAP.CD.YR2016","NY.GDP.PCAP.CD.YR2017","NY.GDP.PCAP.CD.YR2018","NY.GDP.PCAP.CD.YR2019","NY.GDP.PCAP.CD.YR2020","NY.GDP.PCAP.CD.YR2021","NY.GDP.PCAP.CD.YR2022","IT.NET.USER.ZS.YR2013","IT.NET.USER.ZS.YR2014","IT.NET.USER.ZS.YR2015","IT.NET.USER.ZS.YR2016","IT.NET.USER.ZS.YR2017","IT.NET.USER.ZS.YR2018","IT.NET.USER.ZS.YR2019","IT.NET.USER.ZS.YR2020","IT.NET.USER.ZS.YR2021","IT.NET.USER.ZS.YR2022","IT.CEL.SETS.P2.YR2013","IT.CEL.SETS.P2.YR2014","IT.CEL.SETS.P2.YR2015","IT.CEL.SETS.P2.YR2016","IT.CEL.SETS.P2.YR2017","IT.CEL.SETS.P2.YR2018","IT.CEL.SETS.P2.YR2019","IT.CEL.SETS.P2.YR2020","IT.CEL.SETS.P2.YR2021","IT.CEL.SETS.P2.YR2022","SL.TLF.ADVN.ZS.YR2013","SL.TLF.ADVN.ZS.YR2014","SL.TLF.ADVN.ZS.YR2015","SL.TLF.ADVN.ZS.YR2016","SL.TLF.ADVN.ZS.YR2017","SL.TLF.ADVN.ZS.YR2018","SL.TLF.ADVN.ZS.YR2019","SL.TLF.ADVN.ZS.YR2020","SL.TLF.ADVN.ZS.YR2021","SL.TLF.ADVN.ZS.YR2022","PV.PER.RNK.YR2013","PV.PER.RNK.YR2014","PV.PER.RNK.YR2015","PV.PER.RNK.YR2016","PV.PER.RNK.YR2017","PV.PER.RNK.YR2018","PV.PER.RNK.YR2019","PV.PER.RNK.YR2020","PV.PER.RNK.YR2021","PV.PER.RNK.YR2022",".YR2013",".YR2014",".YR2015",".YR2016",".YR2017",".YR2018",".YR2019",".YR2020",".YR2021",".YR2022"
"Kuwait",47762.7223166767,43239.8136517377,29315.1960719019,27026.6481960811,29258.289635943,32012.1352035471,30666.2206640015,24297.7011414501,32186.7654076734,43233.4890938984,75.46,78.7,82,85.6,97.99998933,99.59884959,99.54267645,99.10587017,99.7,NA,175.7841316,202.0425438,196.0922731,189.2095892,173.0666459,164.4554959,164.9822792,155.2673535,162.7763396,180.9950542,NA,NA,NA,72.73,NA,NA,NA,NA,NA,NA,52.6066360473633,51.4285697937012,39.0476188659668,45.238094329834,44.761905670166,51.886791229248,54.7169799804688,54.7169799804688,55.6603775024414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kyrgyz Republic",1282.43824730088,1279.77077699195,1121.08269123697,1120.66706080157,1242.7702228364,1308.13977921847,1374.03113638998,1182.52150620357,1306.17799234979,1606.66807508711,23,28.3,30.24704278,40.5,50.8,57.1,64.1,72,77.92035931,NA,117.7972956,130.0808662,128.1397232,126.5063102,138.3369764,140.3591937,136.3543926,132.4695239,130.3819712,NA,75.74,76.61,76.27,76.07,76.59,73.66,NA,NA,NA,NA,18.4834117889404,19.5238094329834,18.5714282989502,23.3333339691162,30.9523811340332,27.8301887512207,38.6792449951172,29.2452831268311,31.1320762634277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lao PDR",1815.44023790527,1984.50867013598,2125.45905698314,2309.0490761946,2439.4633552251,2553.36186646266,2598.50552320723,2593.35509719847,2535.62343427332,2088.37718210612,12.5,14.26,18.2,21.87,25.51043508,36.3,47.03225806,54,62,NA,69.88020438,69.02215871,54.91280264,57.44162039,53.04168369,51.54585373,64.29411986,63.34796067,64.95535792,NA,NA,NA,NA,NA,77.94,NA,NA,NA,NA,NA,48.8151664733887,62.3809509277344,61.9047622680664,64.2857131958008,61.4285697937012,59.9056587219238,62.2641525268555,68.3962249755859,69.8113174438477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Last Updated: 09/19/2023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Late-demographic dividend",8544.86785366166,8812.35816027433,8213.69238667473,8182.50377942849,9021.94241319322,9839.70401037061,9979.37423743445,9720.85844961143,11554.2868836793,12074.4770230096,48.0297469598474,50.7479519215402,53.3728172916007,56.7837950899934,59.1763510943964,63.982815089107,68.3551299033388,73.6584122996258,76.6878024113947,77.7090656649876,105.492296388357,109.212583160761,107.639948940905,110.460057411029,113.603401335573,122.711163672734,125.404898376046,123.572144960936,125.812134493348,126.745828074436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Latin America & Caribbean",10363.6438720924,10458.7590467418,8652.43996546111,8363.88418721044,9202.64482769228,8920.94381678282,8713.5436460742,7344.06092228177,8413.26011713122,9474.46768764657,46.2625460441271,48.8103323120648,54.4019898268643,57.5443577864994,60.2624333811661,63.6041522773285,68.7508095209664,73.9130158428023,76.158222967072,NA,116.169353512972,115.733159375779,111.65214008461,110.020807477075,106.612584681607,104.973536386752,102.516757775545,102.067416739898,107.925739907029,108.912660311807,81.8381037618317,81.8279796373275,81.699665843322,81.0637868216868,80.8523972296542,80.923201399253,80.9404665087312,77.6985139132158,79.3308755687721,80.6114206885249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Latin America & Caribbean (excluding high income)",9840.59859734047,9781.72374713917,8226.89248465706,7912.27908614332,8732.61538577559,8387.84905597904,8184.42457418509,6837.63041190964,7804.44821172299,8884.68273481444,45.1522649048478,47.7302169874854,53.3581292076205,56.4425206208319,59.3371016654244,62.7607863851765,68.0526445629684,73.4492316673034,75.5926170817201,NA,115.906380620695,115.408389845873,111.560790966133,110.176580106195,106.979795909807,105.416355456367,102.935203569244,102.674280186486,108.707729529023,109.629476654402,81.7634113056277,81.7961660973411,81.7321554789557,81.6839031885852,81.1115924329531,80.8341583971855,80.8242270230032,77.5507503996355,79.218052088055,80.4484706046064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Latin America & the Caribbean (IDA & IBRD countries)",10287.0774222014,10377.3450398167,8505.15322358281,8199.54481275202,9052.33127649881,8759.32482226801,8532.48435762488,7136.21474095016,8195.12865998321,9237.90374865276,46.4372975467738,49.0243584986515,54.6361547348161,57.7165560465349,60.2383934478557,63.5591042793063,68.6947401595784,73.948687268556,76.1885256148171,NA,118.254349884698,117.665629127517,113.311393502278,111.496138960454,107.852383510187,106.043383119582,103.386153553085,102.797680516749,108.698125410395,109.613838936514,81.8381037618317,81.8279796373275,81.8086077565913,81.063323332301,80.8516716156555,80.9233787152368,80.9409956191642,77.6985139132158,79.3308755687721,80.6114206885249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Latvia",15007.4918561719,15742.3913381905,13786.4567953114,14331.7515885053,15695.115154106,17865.0310947639,17945.2222164981,18207.1396408628,21080.1774491839,21851.1052012696,75.2344,75.83,79.20058292,79.84209778,80.114077,83.57717486,86.13545644,88.89796078,91.17964988,91.03009059,125.917678,118.5456871,130.0230176,134.2946659,126.0509437,106.9512252,108.0924889,108.1340417,115.358508,117.0957679,83.69,82.28,83.22,84.25,84.11,85.54,85.61,83.86,77.71,77.42,65.4028472900391,61.9047622680664,60.476188659668,62.3809509277344,62.8571434020996,59.4339637756348,59.9056587219238,60.8490562438965,68.8679275512695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Least developed countries: UN classification",1011.2237721167,1060.76041240991,1003.22265531385,1016.0809259919,1104.79466366493,1063.20913025769,1089.87177789316,1082.60022121405,1151.78183621485,1259.14120042621,5.81303866802882,8.64132687070665,10.7336562177013,13.7115904277684,16.0161914013514,18.4960529187231,21.3811423148404,25.4639077117856,29.8007809391331,NA,55.1947317558933,62.2952700402037,66.7481342946191,66.7457279047484,67.4920220738515,75.3777144415634,73.8264943239285,75.8966457531794,77.850232068791,78.9032154773016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lebanon",8255.20921057153,7665.37969184142,7802.75136773923,8172.29947595953,8679.8974221128,9225.84515488016,8925.42186018651,5599.95752260733,4136.14657516013,NA,70.5,73,74,76.11,78.18077489,80.9,79.7588832,83.1038168,86.58903046,NA,68.40743516,69.92406534,72.78785236,68.33843563,72.00693309,74.34556707,73.29697162,75.72450204,76.67627276,NA,NA,NA,NA,NA,NA,NA,60.79,NA,NA,NA,6.63507127761841,7.14285707473755,7.14285707473755,8.09523773193359,8.5714282989502,7.07547187805176,6.60377359390259,8.01886749267578,9.43396186828613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lesotho",1141.36103810369,1165.0507051115,1113.86863173964,986.265256814218,1062.71239873122,1162.97879205186,1094.49943775496,939.504249056769,1040.30862270774,1107.39529790821,15,22,25,32.45385695,39,40.8,42.30173357,42.85616632,47.98299869,NA,86.32341646,102.0783757,101.020571,106.485695,109.6832836,71.9803805,75.55517315,69.32469722,79.83391293,67.51784393,NA,NA,NA,NA,NA,NA,88.51,NA,NA,NA,59.2417068481445,33.8095245361328,35.238094329834,37.1428565979004,39.0476188659668,40.0943412780762,29.2452831268311,39.1509437561035,40.0943412780762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Liberia",717.635753333907,713.734882389203,699.662946853965,722.131226789418,706.892691974846,700.037039377706,665.878447568436,597.529691893048,675.66318584916,754.532876859838,3.2,5.41,10,15.7,16.3,18.9,23.48259047,27.95308059,33.63315905,NA,57.61452999,71.36477026,79.17908718,66.23325736,55.45558956,NA,38.85431717,32.49086403,31.82876165,NA,NA,93.6,NA,92.69,74.85,NA,NA,NA,NA,NA,29.3838863372803,24.761905670166,20.4761905670166,29.5238094329834,32.8571434020996,38.6792449951172,33.9622650146484,33.9622650146484,38.6792449951172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Libya",12589.5297146602,9408.75254642338,7867.51573102412,7945.00605016919,10529.116268568,11838.2987075,10542.4290203358,7034.65836451166,5908.9513231651,6716.09598462328,16.5,17.76,NA,NA,NA,NA,NA,NA,NA,NA,171.0095584,139.3474723,157.4081087,121.9329674,94.38309282,NA,173.5400713,174.6934374,206.7027087,204.6286291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7393364906311,4.2857141494751,3.33333325386047,3.80952382087708,2.38095235824585,1.88679242134094,1.88679242134094,2.35849046707153,2.35849046707153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Liechtenstein",173659.496528595,179467.506904176,167809.21268111,165845.928847599,170875.739911488,175286.619274312,167259.160311816,165284.497122453,184083.321373984,NA,93.8,95.21,96.6411951,98.09390389,99.54661245,NA,93.14608695,94.34995199,95.56937637,NA,104.4041732,109.5859392,109.623879,117.7856364,122.4714949,123.8102721,124.0787901,126.1404686,126.0867338,126.2796552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.6303329467773,98.5714263916016,98.5714263916016,98.5714263916016,98.0952377319336,98.1132049560547,99.0566024780273,99.5283050537109,99.0566024780273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lithuania",15729.6524666512,16551.018202078,14263.9645773495,15008.313244553,16885.4073948375,19186.3595916406,19598.4008704357,20363.9244050084,23712.5357765275,24826.7910371972,68.4529,72.13,71.37805901,74.37664556,77.61525651,79.72258277,81.58186838,83.05554724,86.93054425,87.72420219,150.7823485,142.4940241,141.1735748,143.3251275,150.1602369,130.8936876,130.0157981,130.2002612,133.7323188,139.1367809,83.57,82.53,82.44,83.37,82.85,83.09,83.34,82.78,81.39,81.28,80.568717956543,70.476188659668,70.9523773193359,73.8095245361328,72.8571395874023,70.2830200195313,73.5849075317383,78.7735824584961,73.5849075317383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Low & middle income",4534.20503998183,4626.71772238126,4329.83603008855,4312.05125164811,4680.47789006202,4900.34640799462,4957.61075209281,4729.76698690413,5520.31844976608,5793.34394875075,27.3829833012761,29.7778733140848,32.4098177877271,35.1907088391709,37.7269981624196,41.7445987709,47.0679738121492,53.8486923587418,57.8136939662694,NA,86.8879184288274,90.3678334068858,91.6999510636496,95.3987419432805,98.0049692470111,101.71859918212,103.012011111518,102.695203621929,104.487259273117,104.416059928743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Low income",752.721538968048,790.08051376843,772.240784952307,743.60366854985,800.556409230306,659.119783762847,681.746857893197,653.673818043846,682.78266910265,741.244363322251,5.50409122045338,7.12089971202439,9.07002826887622,10.857785612819,12.5371339775288,14.1552595574493,16.056665742265,18.7534518906154,19.9856952136064,NA,45.0058408823153,50.7658551029226,53.5580713064879,51.7071103577948,51.6058017657934,58.196914912,53.2767887281195,55.6335778142587,59.5119840342805,61.5465841606856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lower middle income",1982.5702931399,2052.7572622194,1969.27210224466,2035.51134139588,2156.0915320913,2178.18232467009,2235.39181598856,2123.38231816223,2404.55179404135,2542.19993808198,16.0977398756942,18.5188218761091,20.7854820473987,23.8092437923359,26.6973223611,29.8073212148878,36.3986560286186,45.3947527088652,49.0122054671253,NA,77.2103132900264,81.5668614245108,83.9768473572299,88.7567234449625,90.3086281145912,92.9383189304025,95.444261878841,95.9864272349436,96.5290973085517,95.7966182631913,NA,NA,NA,NA,NA,64.280517372965,66.6149426244823,NA,65.3443177928034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Luxembourg",120000.14072986,123678.702143273,105462.012584423,106899.293549555,110193.213797229,116786.511654675,112621.821337402,117370.49690016,133590.146975586,126426.089934322,93.7765,94.67,96.37671417,98.13669867,97.36296032,97.06129871,97.12063569,98.45962893,98.66086333,98.24203749,145.1703844,144.2986392,141.6910194,130.9674621,133.158472,131.3674819,131.9105832,132.9505076,137.0751156,NA,78.87,79.55,79.18,78.82,80.93,79.74,79.85,79.55,79.78,79.87,95.2606658935547,97.6190490722656,98.0952377319336,98.0952377319336,95.2380981445313,96.2264175415039,95.2830200195313,93.8679275512695,94.3396224975586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Macao SAR, China",86853.4734232259,90873.6024865671,73220.6317344085,71919.0526699551,78985.632294577,84923.308755835,83183.4723863046,37646.4956527785,43873.4171613356,31617.5018997155,65.8,69.78,77.60013186,81.64298546,83.17408907,83.79408961,86.46792571,88.33262029,88.46810492,NA,290.246118,307.2748098,308.1886876,314.3465329,320.5404246,335.0574739,420.8530977,412.9927856,185.6588995,174.5212668,91.18,74.09,91.75,90.79,NA,NA,NA,NA,NA,NA,69.1943130493164,93.8095245361328,92.8571395874023,97.6190490722656,97.6190490722656,93.3962249755859,93.3962249755859,91.0377349853516,88.2075500488281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Madagascar",526.688019705349,517.136183197387,455.638034528182,464.616158414292,503.498058680237,512.543991518575,512.279665582666,462.40422880067,503.352081144811,505.035527643123,3,3.7,4.17397219,4.713662899,6.4,8.7,11.83136182,13.71677775,19.73016812,NA,35.87033159,40.11353084,43.03168029,31.36331074,33.36129841,39.68745918,47.22673416,56.2228538,56.30041625,70.18472487,NA,NA,69.24,NA,NA,NA,NA,NA,NA,NA,24.6445503234863,26.6666660308838,30.4761905670166,35.238094329834,33.8095245361328,25.4716987609863,34.4339637756348,26.4150943756104,24.056604385376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malawi",501.19717297875,534.126977149089,544.276872378699,454.443266065248,500.165547203323,537.932204050438,584.362867276266,622.184591368491,633.609733286822,645.158692067185,5.05,5.83,6,6.3,7,8,13.43919985,18.92676996,24.40560063,NA,33.01165645,34.18209505,38.76692535,41.24175037,43.46753766,38.52869707,47.17691214,51.6315658,60.03162334,60.12725997,90.26,NA,NA,NA,71.23,NA,NA,66.1,NA,NA,38.8625602722168,50,48.0952377319336,41.9047622680664,37.1428565979004,30.6603775024414,35.8490562438965,44.3396224975586,45.2830200195313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malaysia",10727.6705533054,11045.5809765322,9699.58490873216,9555.64733478683,9979.70475684195,11073.9785943006,11132.1034532052,10160.8293465592,11109.2652881747,11971.9275991535,57.05751226,63.66542588,71.06406781,78.78830993,80.14047901,81.20104862,84.18714501,89.55501192,96.7514278,97.3986404,142.7087288,146.794505,141.9557664,137.8669153,132.4079212,130.908501,135.9610804,131.6976181,140.5905675,141.2923164,67.31,68.25,69.33,69.25,69.64,70.46,71.74,76.62,NA,NA,47.3933639526367,57.6190490722656,56.6666679382324,49.523811340332,51.4285697937012,54.7169799804688,53.7735862731934,50.9433975219727,50.9433975219727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maldives",8222.55802191859,8872.12866368996,9434.31190964075,9640.31919054401,10063.0037101733,10823.6104831326,11118.5262346524,7282.37291624623,10366.2567800183,11817.5239328803,44.1,49.28,54.46195515,59.5,65,70.9,77.46966424,77.58622488,85.76058262,NA,156.0063185,159.7689676,169.8394332,178.7835827,190.5249745,175.1750865,164.1286164,139.513022,135.3978652,136.5417622,NA,94.03,NA,81.92,NA,NA,92.32,NA,NA,NA,51.6587677001953,69.0476226806641,59.523811340332,61.4285697937012,55.238094329834,51.4150924682617,48.5849075317383,57.5471687316895,60.3773574829102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mali",778.797053031814,818.430341598893,723.504204968944,750.051809022529,795.682802118529,856.35659593664,840.175746132551,822.90613752314,881.510088639799,833.297255208972,3.5,7,10.33,14,18.9,21.4,22.31109004,27.85653831,34.49,NA,116.1452168,133.9209668,125.3190059,108.1154139,114.0992437,110.1396447,111.4650138,119.2779414,111.0929919,114.4971206,81.4,65.81,76.5,79.49,79.72,81.72,NA,67.73,NA,NA,6.16113758087158,6.66666650772095,7.61904764175415,8.5714282989502,6.1904764175415,5.18867921829224,3.77358484268188,3.77358484268188,2.8301887512207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malta",24769.4496027657,26753.2601254783,24921.6778983872,25623.855626725,28823.3457592861,31566.3581092742,31506.5568445964,29196.9777453786,34218.2147417968,33940.9495961291,68.9138,73.17,75.96001898,78.0751488,81.01191108,81.65804429,85.77859638,86.85876183,87.46977522,91.54075982,127.2274727,122.3518897,114.8018196,125.1793331,126.1236254,125.2767573,125.9617103,122.8511054,123.3832876,131.5920538,83.25,83.58,83.19,82.89,84.36,85.6,84.93,86.66,87.16,87.63,83.8862533569336,90.476188659668,88.5714263916016,90.476188659668,93.8095245361328,94.3396224975586,83.9622650146484,83.9622650146484,83.9622650146484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marshall Islands",3611.69964168874,3672.68093377497,3703.64905889496,4153.11717602268,4507.622862229,4769.19045858792,5188.97111429082,5567.97272706332,6172.14506539834,6727.79956217374,14,16.8,19.2824418,29.78777936,38.70116262,NA,NA,NA,NA,NA,NA,30.74237887,31.37016798,NA,33.90764405,NA,35.77177607,36.85447091,38.04994055,NA,NA,NA,NA,NA,NA,NA,77.43,NA,84.37,NA,85.7819900512695,82.8571395874023,79.523811340332,53.3333320617676,78.0952377319336,69.8113174438477,71.2264175415039,66.9811325073242,65.5660400390625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mauritania",1929.77566068946,1715.38883792802,1562.72685253245,1579.19930100836,1634.64284512097,1749.95423645373,1839.96277798478,1868.46824831502,2166.04479650543,2190.70020547034,6.2,11.8,17.6,24.1,24.2,35.1,42.32068274,53.51699827,58.75818983,NA,106.5519286,97.6622448,92.35377146,89.19718946,97.93613675,106.9260114,107.4581053,129.1269247,141.1137094,113.1204131,NA,NA,NA,NA,75.82,NA,70.67,NA,NA,NA,17.5355453491211,25.7142848968506,23.3333339691162,20.4761905670166,24.761905670166,24.056604385376,25.4716987609863,21.698112487793,22.6415100097656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mauritius",9764.64402458295,10366.3551883371,9507.87133656424,9965.72521738767,10841.6846706773,11643.4605962124,11403.2528942201,9005.46202174274,9062.72247588818,10216.2947440415,40.11682514,44.80327537,50.13931848,52.19132594,55.4032403,58.5961697,61.72995515,64.88490358,67.58,NA,118.8200739,127.8525949,136.2793111,140.1951139,142.074747,148.0645463,143.9967785,147.3924126,151.765127,161.3582163,71.64,73,73.33,74.34,74.88,74.73,73.66,90.6,NA,NA,78.1990509033203,68.0952377319336,84.7619018554688,86.1904754638672,81.4285736083984,78.7735824584961,75,75.4716949462891,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",10865.6872912453,11076.1341141975,9753.40056232226,8875.08206876137,9434.37817948243,9857.00748742213,10145.1526279593,8654.99732516958,10045.676371041,11091.3054302538,43.46,44.39,57.43104299,59.540446,53.03178861,56.6595668,69.63210927,71.49017499,75.62650476,NA,91.01095461,88.37316756,89.62827659,91.94482417,93.07232465,96.89668563,97.561569,97.53972081,99.81384101,100.2881985,80.59,79.84,79.03,79.15,78.28,77.56,77.55,73.45,76.26,77.43,23.222749710083,17.619047164917,21.4285717010498,23.8095245361328,17.619047164917,23.1132068634033,18.8679237365723,16.9811325073242,23.5849056243896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Micronesia, Fed. Sts.",2920.70086272777,2928.44878191958,2891.32210264749,3022.65362747328,3320.3549760029,3623.32933678299,3699.08151446862,3639.41269869588,3571.33676887856,3741.05776874774,27.8,29.65,31.50108128,33.35216255,35.30405287,NA,39.85125701,40.12946709,40.40961941,NA,28.90433662,NA,20.55964627,21.29796408,20.93090646,NA,20.65039774,19.62428416,19.4464824,NA,NA,82.01,NA,NA,NA,NA,NA,NA,NA,NA,88.6255950927734,81.4285736083984,86.6666641235352,89.523811340332,91.4285736083984,91.9811325073242,90.0943374633789,89.1509399414063,90.5660400390625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Middle East & North Africa",8471.77477628623,8345.56671523531,7217.65155733438,7158.04931084411,7337.22417641969,7561.2011392369,7444.6212852487,6579.37098743688,7694.85516864621,8949.39677899439,35.1520914658839,40.0795625737973,44.3547505007779,48.4087646520921,54.8835348260038,60.2258384817381,67.3339172996132,72.7892574698932,77.3735345396755,NA,105.500544173396,105.791394455761,105.90734510179,104.777685318881,103.809348932199,102.129324351987,108.059687196958,108.889076948437,113.498370430924,124.133377257269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Middle East & North Africa (excluding high income)",4470.13993154294,4317.81331814743,3805.67992801712,3832.82046747944,3771.39884360959,3514.39002104317,3475.85916647375,3120.19843893516,3604.88875794318,3952.11139122738,29.6976203979222,34.7631527805877,39.0531534279351,43.1275616539071,48.6307007994428,54.2237870838703,62.2333761449135,68.3875779204055,73.4008135120552,NA,96.0326262638413,96.3740334245713,96.2206990904959,96.0686374623559,97.6525656662388,95.8594616996784,103.172035341985,104.16945883818,108.997332406477,118.5217917577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Middle East & North Africa (IDA & IBRD countries)",4483.24548822751,4328.80742842554,3811.77354395558,3836.32167107753,3773.13677949318,3513.83379259827,3473.74211447634,3118.8605067659,3604.01229800729,3954.09404072478,29.4936729415444,34.5347066716139,38.8357626359332,42.9199062589646,48.44783980914,54.0850288300426,62.1181328821376,68.2819951963335,73.2758714240707,NA,96.3030911371994,96.666101641677,96.4419092885685,96.2630706253512,97.8177447603771,95.933313351923,103.381447766962,104.476849139771,109.393974181916,118.521791757699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Middle income",4918.90784541895,5022.06455731426,4701.52802314386,4690.37407299099,5098.30761134328,5363.87064337831,5433.45843415971,5191.84969531779,6078.45380677436,6388.15816925793,29.4658203144832,31.8508366191859,34.5771431510436,37.6551160974045,40.3200633663227,44.3124019776671,50.1379283556115,57.391573443817,60.9014316011129,NA,91.1356604978392,94.4364860439332,95.6704573511756,100.014996635541,102.98450077511,105.208804829808,108.536187718408,108.019506876486,109.670684136744,108.272004458427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moldova",3321.04391689154,3289.16784588695,2749.91303825395,2847.63506882245,3454.95469039113,4156.95750022299,4404.95042249597,4376.24249318339,5235.63604416292,5562.61362534668,37.44,40.5,43.1,46.7,49.9,50.3,57.76048611,59.15294877,61.28776161,NA,108.2043477,111.9756969,113.2956183,117.468078,117.8002494,115.7581058,116.2198572,110.876909,127.3941322,127.4162572,69.76,71.23,71.78,71.75,69.1,68.67,71.98,70.7,71.65,73.56,45.971565246582,39.0476188659668,34.761905670166,34.761905670166,33.3333320617676,31.1320762634277,31.1320762634277,35.3773574829102,41.0377349853516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Monaco",185055.487411959,195772.673042609,170338.600368097,174606.493834998,173611.784301022,194287.09331266,199382.781206882,182537.304600697,234317.084818276,NA,90.7,92.4,93.36330202,95.20817797,97.05297684,NA,83.33974409,84.70640914,86.09548575,NA,100.1072658,93.25671559,92.54624592,89.81953549,89.02386351,88.27945664,91.22158017,96.10801148,102.0171182,106.8167485,NA,NA,NA,57.98,NA,NA,NA,NA,NA,NA,86.2559204101563,84.7619018554688,83.8095245361328,86.6666641235352,99.523811340332,99.5283050537109,98.1132049560547,76.8867950439453,78.7735824584961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mongolia",4422.30087597824,4211.93943483306,3919.35121410276,3690.7567775547,3708.24822113607,4165.0228208175,4394.94715010112,4041.17414513165,4566.14013102675,4946.75481125723,17.69998424,19.94244743,22.50000413,22.2657705,23.71426517,47.13000188,51.07999408,65.63058022,81.60682285,NA,101.1398329,104.2861725,103.4878838,111.1573482,125.5209736,133.4403606,136.705791,132.467372,140.012223,142.2895592,71.94,73.51,71.84,69.69,70.01,67.33,69.46,69.52,66.57,67.55,63.5071105957031,73.3333358764648,69.0476226806641,73.3333358764648,73.3333358764648,73.1132049560547,67.9245300292969,71.2264175415039,66.9811325073242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
