"","Country.Name","NY.GDP.PCAP.CD.YR2013","NY.GDP.PCAP.CD.YR2014","NY.GDP.PCAP.CD.YR2015","NY.GDP.PCAP.CD.YR2016","NY.GDP.PCAP.CD.YR2017","NY.GDP.PCAP.CD.YR2018","NY.GDP.PCAP.CD.YR2019","NY.GDP.PCAP.CD.YR2020","NY.GDP.PCAP.CD.YR2021","NY.GDP.PCAP.CD.YR2022","IT.NET.USER.ZS.YR2013","IT.NET.USER.ZS.YR2014","IT.NET.USER.ZS.YR2015","IT.NET.USER.ZS.YR2016","IT.NET.USER.ZS.YR2017","IT.NET.USER.ZS.YR2018","IT.NET.USER.ZS.YR2019","IT.NET.USER.ZS.YR2020","IT.NET.USER.ZS.YR2021","IT.NET.USER.ZS.YR2022","IT.CEL.SETS.P2.YR2013","IT.CEL.SETS.P2.YR2014","IT.CEL.SETS.P2.YR2015","IT.CEL.SETS.P2.YR2016","IT.CEL.SETS.P2.YR2017","IT.CEL.SETS.P2.YR2018","IT.CEL.SETS.P2.YR2019","IT.CEL.SETS.P2.YR2020","IT.CEL.SETS.P2.YR2021","IT.CEL.SETS.P2.YR2022","SL.TLF.ADVN.ZS.YR2013","SL.TLF.ADVN.ZS.YR2014","SL.TLF.ADVN.ZS.YR2015","SL.TLF.ADVN.ZS.YR2016","SL.TLF.ADVN.ZS.YR2017","SL.TLF.ADVN.ZS.YR2018","SL.TLF.ADVN.ZS.YR2019","SL.TLF.ADVN.ZS.YR2020","SL.TLF.ADVN.ZS.YR2021","SL.TLF.ADVN.ZS.YR2022","PV.PER.RNK.YR2013","PV.PER.RNK.YR2014","PV.PER.RNK.YR2015","PV.PER.RNK.YR2016","PV.PER.RNK.YR2017","PV.PER.RNK.YR2018","PV.PER.RNK.YR2019","PV.PER.RNK.YR2020","PV.PER.RNK.YR2021","PV.PER.RNK.YR2022"
"195","Poland",13558.3425613478,14181.9501803099,12560.051419682,12378.8117640735,13815.499946254,15504.5089372145,15700.0135796738,15816.8204022734,17999.8322682985,18321.2808899533,62.8492,66.6,67.99698716,73.3007041,75.98536595,77.54173454,80.43590688,83.18488715,85.37490906,86.94113568,147.5698282,147.4923404,141.4598694,137.5522178,130.9503547,125.3471416,125.7168536,128.4226449,132.058828,131.9444373,80.21,80.38,80.55,80.55,80.31,80.55,80.45,80.01,81.13,81.08,81.5165863037109,76.1904754638672,75.2380981445313,63.3333320617676,64.2857131958008,63.2075462341309,65.0943374633789,62.2641525268555,61.3207550048828,61.3207550048828
"196","Portugal",21653.1959752226,22103.7009703317,19250.1065376852,19991.9724878811,21490.4298631042,23562.5545228187,23330.8172889316,22242.4064179716,24598.4727937544,24274.5165823077,62.0956,64.59,68.63286148,70.42356709,73.79121395,74.66096815,75.34637794,78.26166044,82.30902804,84.49690644,114.5869644,114.2890262,113.0168861,111.9942091,114.1311837,115.2549871,115.7418865,115.078977,120.9425503,124.5494123,81.09,81.89,82.35,82.95,82.3,83.43,83.76,81.85,83,83.37,68.7203826904297,74.2857131958008,78.0952377319336,80.476188659668,89.523811340332,89.6226425170898,88.2075500488281,84.4339599609375,81.6037750244141,81.6037750244141
"199","Puerto Rico",28513.1657351067,28981.4573305866,29763.4883013861,30627.1634017011,31108.7527508912,31615.0667918433,32916.866800639,31427.4291136799,32601.5656391821,35208.6371888414,68.99999,69,63.46633538,68.6438072,68.74077314,70.85639974,77.73643937,77.73643937,84.78666399,84.78666399,85.34247962,90.13525243,91.64100665,94.73994535,100.6830426,100.3319104,102.4016319,106.8204687,112.4430134,119.7930948,58.99,58.99,58.99,58.99,58.99,58.99,58.99,58.99,58.99,58.99,56.3981056213379,75.7142868041992,73.8095245361328,70.476188659668,63.3333320617676,56.1320762634277,53.301887512207,60.3773574829102,61.7924537658691,61.7924537658691
"200","Qatar",97630.8255152088,93126.1494633822,66984.9102002396,58467.2355711087,59407.6980498883,66264.081168209,62827.3969543275,52315.6600783117,66838.3276414802,88046.3204155891,85.3,91.49,92.88482645,95.12466217,97.38884917,99.65284913,99.65280421,99.65284913,100,100,162.6308707,149.2831674,154.912235,140.745486,147.0842119,142.6223429,139.5526559,137.6081235,144.2023856,174.1281471,84.44,100,83.31,83.31,84.43,84.43,85.14,88.02,88.88,88.88,91.9431304931641,80.476188659668,84.2857131958008,76.6666641235352,69.523811340332,66.9811325073242,70.2830200195313,69.8113174438477,83.4905624389648,83.4905624389648
"201","Romania",9497.20742687855,10031.3421526698,8976.95523628605,9404.38048702324,10727.9717457361,12494.4246355892,12957.9991142218,13047.457681178,14927.1168555732,15892.1185256988,49.7645,54.08,55.76315563,59.50395129,63.74728218,70.68127793,73.65747575,78.45526895,83.5904265,85.50309124,114.1701218,114.6238647,116.1454247,115.669301,113.7122045,115.4396415,116.1173683,116.1812357,118.6275646,118.1071502,80.53,80.34,81.95,81.67,82.74,82.62,82.56,82.15,81.84,82.94,54.028434753418,48.5714302062988,54.2857131958008,56.1904754638672,48.5714302062988,49.0566024780273,64.6226425170898,63.6792449951172,62.2641525268555,62.2641525268555
"202","Russian Federation",15974.623046875,14095.646484375,9313.021484375,8704.89453125,10720.33203125,11287.3544921875,11536.2587890625,10194.44140625,12593.1572265625,15345.0966796875,67.97,70.52,70.09924123,73.09143462,76.00813853,80.86472187,82.64216187,84.99466978,88.21384578,90.41799163,151.2556334,152.7878864,156.7665611,157.718498,156.187408,157.431312,164.3876311,163.5893357,168.9847242,168.9847242,69.54,70.65,70.77,71.33,66.64,66.94,67.07,66.73,67.02,56.58,22.274881362915,14.7619047164917,13.8095235824585,15.2380952835083,23.8095245361328,27.3584899902344,26.4150943756104,22.6415100097656,23.1132068634033,23.1132068634033
"203","Rwanda",704.423523628556,724.728681179813,733.822850390664,728.806677024971,756.547604942853,768.964130260141,806.128014394646,773.820557473379,821.228194072436,966.327110112571,9,10.6,12.5,14.6,17.2,19.2,21.35801007,23.8,30.46181693,30.46181693,60.25535633,68.14488903,75.23533322,74.77669748,72.10934219,77.40789677,75.25147588,80.74026868,80.99152957,79.86005064,93.17,93.17,93.17,93.17,70.99,72.32,70.73,77.84,74.17,75.91,42.1800956726074,35.238094329834,45.7142868041992,44.761905670166,50,52.8301887512207,50,49.0566024780273,52.3584899902344,52.3584899902344
"204","Samoa",3989.8982485629,3948.7287814226,4048.46705675448,4105.81068128252,4261.64051331162,4189.05221936817,4308.30145287685,4042.72271474144,3857.35668493835,3743.20567929219,15.3,21.2,25.40700977,31.7,39.4,49.1,61.21060766,69.20598813,78.24573185,78.24573185,49.95873741,52.79816809,59.20145797,73.46748142,59.82324327,47.68694475,39.6404049,32.10362492,31.54083853,60.40057199,78.18,78.18,78.18,78.18,78.18,78.18,78.18,78.18,78.18,78.18,81.9905242919922,90,92.3809509277344,92.8571395874023,91.4285736083984,91.5094375610352,91.5094375610352,91.5094375610352,91.0377349853516,91.0377349853516
"205","San Marino",50435.367329687,50133.6065241633,42281.8112547926,43398.4285242172,44885.5178370475,48464.5246465877,47287.3983949924,45321.489222868,54982.4517157142,54982.4517157142,60.18230126,60.18230126,60.18230126,60.18230126,60.18230126,60.18230126,67.85071029,70.48342785,74.8623274,74.8623274,110.5002253,112.6119381,109.0974084,108.0865402,111.5809255,112.7181169,113.3770262,114.6822713,118.5325668,121.8062983,60.86,60.86,60.86,60.86,60.86,60.86,60.86,60.86,60.86,60.86,85.7819900512695,82.8571395874023,79.523811340332,80,78.0952377319336,75.9433975219727,78.301887512207,76.8867950439453,78.7735824584961,78.7735824584961
"207","Saudi Arabia",23945.5123106892,23862.8011860096,20442.3660631613,19930.407543816,20910.4829617971,24175.5831237449,23405.7061087736,20398.0609873699,24160.6760455307,30436.2783034025,60.5,64.71365737,69.6162358,74.87927469,94.17559961,93.31000185,95.7247356,97.8623325,100,100,168.6778476,164.1527601,161.21011,143.4406683,117.5995716,117.9691219,115.2711969,120.052537,126.3611144,132.3800002,76.01,76.01,76.01,76.01,76.01,76.46,76.68,77.41,77.03,77.35,32.7014236450195,36.1904754638672,23.8095245361328,28.0952377319336,24.2857151031494,24.5283012390137,24.056604385376,24.5283012390137,26.4150943756104,26.4150943756104
"208","Senegal",1391.53219002002,1417.09498783186,1238.12639982031,1290.74997113225,1385.19921458889,1484.22706929232,1462.6783520711,1492.47590420334,1633.56011880605,1598.73599053078,13.1,17.7,21.7,25.66476804,29.64312367,35.3,36.23662727,47.17942509,58.05481906,58.05481906,96.60334847,102.9306512,104.2023505,102.9497559,103.9621401,106.3244864,111.7482578,116.079391,117.676782,120.4336409,67.79,67.79,67.79,62.97,56.22,75.5,51.46,51.46,51.46,51.46,43.6018943786621,37.1428565979004,41.9047622680664,37.6190490722656,43.8095245361328,41.9811325073242,49.0566024780273,42.4528312683105,41.5094337463379,41.5094337463379
"209","Serbia",6755.07367461629,6600.05618640595,5588.9794435877,5765.20335248009,6292.5465490011,7252.40366767165,7417.20658487785,7733.80349392648,9230.17444674566,9393.62890629911,53.45036418,62.07508046,65.3170254,67.05684137,70.33083553,73.36070915,77.41677362,78.36804864,81.16588116,83.53825397,128.668141,131.3531175,129.3835881,129.1774948,123.1427546,121.0748239,122.0477413,120.2168595,123.7205974,123.7205974,63.38,69.01,69.61,70.29,71.94,72.49,71.75,70.36,73.73,75.14,43.1279602050781,53.3333320617676,55.238094329834,50,49.523811340332,46.698112487793,45.2830200195313,41.9811325073242,43.3962249755859,43.3962249755859
"210","Seychelles",14729.6270299959,15188.1742779408,14894.4857827096,15409.8050193774,15961.2416816717,16409.4711279453,16851.1197648771,12020.021913519,12963.0646717088,15874.5400675106,50.4,51.25470199,54.25961786,56.51470815,58.76981124,70.1,74.75631315,75.46919577,81.59307191,81.59307191,141.4376409,154.4229141,149.3792825,151.0894655,164.3080248,173.563787,185.5593454,173.8823083,172.6683573,191.50843,88.11,88.11,88.69,87.7,87.33,86.65,84.86,84.25,84.25,84.25,72.0379180908203,59.0476188659668,68.0952377319336,71.9047622680664,74.2857131958008,67.4528274536133,68.8679275512695,71.698112487793,71.698112487793,71.698112487793
"211","Sierra Leone",706.452665201504,702.33860325433,581.293411814954,515.44783140804,484.456115646579,519.649983516466,506.606908156498,493.432252431844,504.621272179526,461.361138294258,4,6.057298984,6.344421603,11.77318438,13.23693043,15.8,16.8,18,18,18,57.43117807,66.61542977,77.33664462,83.79160527,86.29036859,80.84116316,83.63300421,83.60731215,97.70150515,97.70150515,69.98,69.98,69.98,69.98,69.98,73.47,73.47,73.47,73.47,73.47,39.8104248046875,41.9047622680664,42.3809509277344,39.523811340332,45.7142868041992,43.3962249755859,45.7547187805176,36.3207550048828,41.9811325073242,41.9811325073242
"212","Singapore",56967.4257940383,57564.8023114977,55645.6068614606,56895.6433372978,61164.8973569773,66836.5385122528,66070.4706679227,61274.0064626976,77710.0699565617,82807.6490834764,80.90205685,82.1,83.2,84.45226789,84.45226789,88.16563603,88.94925269,92.00434653,96.92468156,95.95386476,154.0346262,145.4770145,145.7181198,148.123236,145.4058271,147.3617155,154.0006188,142.8931601,147.480416,156.4790531,88.9,88.9,88.9,88.9,88.9,88.9,88.9,88.9,86.47,85.55,96.6824645996094,93.3333358764648,96.1904754638672,99.0476226806641,99.0476226806641,98.5849075317383,97.6415100097656,97.1698150634766,97.6415100097656,97.6415100097656
"214","Slovak Republic",18276.0095516548,18719.9881409368,16390.8821748507,16563.4404971233,17585.1970022571,19486.3936845502,19381.592110485,19551.6211601931,21782.8550659196,21258.1141354655,77.8826,79.98,77.63468203,80.47585728,81.62566752,80.44892248,82.8536605,89.92090413,88.92560523,88.92560523,114.6576409,117.686388,123.0642809,128.6989641,130.8550955,132.9546485,135.6735811,133.5923247,135.1475011,131.9254542,74.7,74.21,74.12,74.35,74.07,73.71,74.75,74.58,78.5,79.51,89.0995254516602,85.7142868041992,74.7619018554688,71.4285736083984,80,70.7547149658203,68.3962249755859,67.4528274536133,63.6792449951172,63.6792449951172
"215","Slovenia",23503.2824850257,24247.1733184079,20890.1664304173,21678.3594670635,23514.0254604149,26123.7471277906,26016.0786839136,25545.2410027132,29291.4006234431,29457.40284439,72.6756,71.59,73.09865997,75.49850426,78.88542636,79.7499766,83.1083578,86.60130109,89.00399524,88.91242151,110.1911624,112.1194727,113.1226386,114.1499603,116.4306764,117.0914525,118.8876247,120.4592752,123.0185759,126.1838135,77.28,76.95,76.9,77.97,79.7,79.82,80.24,79.98,79.31,79.31,74.407585144043,79.523811340332,81.4285736083984,82.8571395874023,76.6666641235352,79.2452850341797,74.5283050537109,70.2830200195313,71.2264175415039,71.2264175415039
"217","Solomon Islands",2208.08525325958,2235.7335956261,2134.80542436874,2196.28390774566,2283.57894441331,2450.48293051599,2398.77296268603,2222.46214297336,2232.53695646531,2203.18965958102,8,9,10.00046498,11.00090227,11.92422906,11.92422906,28.19552918,35.88145793,36.131954,36.131954,55.48152791,63.05844225,69.32262593,66.32234892,72.29745476,73.11789627,70.83273456,68.57738104,66.96324509,66.96324509,94.66,94.66,94.66,94.66,94.66,94.66,94.66,94.66,94.66,94.66,57.8199043273926,60.9523811340332,66.6666641235352,62.8571434020996,54.2857131958008,58.0188674926758,61.3207550048828,67.9245300292969,59.9056587219238,59.9056587219238
"218","Somalia",356.117903406242,377.557387161667,387.607994416701,387.186681561763,377.349071976258,379.986002695215,405.786763279583,416.217774718244,446.98155963536,461.775850005151,1.5,1.63,1.76,1.88,2.004048698,2.004048698,2.004048698,2.004048698,2.004048698,2.004048698,40.32683174,41.32468921,42.40075455,46.54803903,47.89352903,49.6592909,51.47891598,53.48002324,51.82360917,50.25710738,63.26,63.26,63.26,63.26,63.26,63.26,63.26,63.26,63.26,63.26,0,1.90476191043854,1.90476191043854,2.38095235824585,3.80952382087708,3.30188679695129,2.8301887512207,1.41509437561035,0,0
"219","South Africa",7441.23085399675,6965.1378973693,6204.92990145846,5735.06678717842,6734.47515312493,7048.50811239074,6688.77474649645,5741.64124877252,7055.05517621298,6776.48007742932,46.5,49,51.91911572,54,56.16739447,62.4,69.69687508,70.32030996,72.310492,72.310492,142.6770351,144.8590927,157.4892588,146.0644426,156.2424453,161.1938374,166.9433215,163.1909795,168.9243909,167.3958702,85,84.47,84.01,83.43,84.4,83.45,82.73,79.29,80.75,81.36,45.0236968994141,40,39.523811340332,40,34.761905670166,38.2075462341309,36.7924537658691,39.6226425170898,21.698112487793,21.698112487793
"223","Spain",29077.1820557566,29513.65118004,25754.36102944,26537.1594894549,28185.3213671972,30379.7211126417,29581.5185513293,26959.6754367322,30103.513733191,29350.1685214481,71.635,76.19,78.68963187,80.56133294,84.6022457,86.10723553,90.71866533,93.20564892,93.89752157,94.4855432,107.6286827,109.3441127,109.9855567,110.8625606,112.7141001,115.7483421,117.4481914,117.4899328,119.623109,124.0994495,82.11,81.66,81.43,80.98,80.59,80.26,79.83,78.69,78.74,78.75,46.9194297790527,55.238094329834,55.7142868041992,60.9523811340332,56.6666679382324,56.6037750244141,58.0188674926758,59.9056587219238,64.6226425170898,64.6226425170898
"224","Sri Lanka",3643.83244853816,3885.62360951803,3990.3531233888,4107.82976157993,4388.20190753404,4360.58474164383,4082.69404756548,3852.38996755421,3994.2469579056,3354.38340757565,10.5,10.5,15.26,22.19,32.25,46.9,50.68732735,36.18473435,44.45308724,44.45308724,96.13564533,104.1599133,112.0119107,120.4042203,131.1169828,140.3243174,130.9608639,136.9116134,141.2920218,143.0794174,82.23,81.3,84.12,84.73,84.1,83.28,84.5,81.1,81.1,81.1,25.5924167633057,34.2857131958008,50.476188659668,46.6666679382324,42.3809509277344,40.5660362243652,40.0943412780762,44.8113212585449,34.9056587219238,34.9056587219238
"226","St. Lucia",9542.71357425779,10007.1868852904,10290.3504792779,10574.3025992667,11270.4328991025,11563.8720659858,11726.6771483578,8458.07506262658,9414.13774072652,11481.496719925,49.4,53.2,57.3,61.7,66.4,71.5,76.98385013,77.53773417,78.09560329,78.09560329,121.8906988,107.7498227,106.9000074,100.1326425,99.73470908,103.9665407,82.75703734,81.41789921,95.63211097,95.63211097,77.82,77.82,77.82,77.82,77.82,82.56,81.35,78.34,79.87,81.94,73.459716796875,75.2380981445313,73.3333358764648,88.5714263916016,82.3809509277344,85.8490600585938,79.2452850341797,75,74.5283050537109,74.5283050537109
"233","Suriname",9124.54109297075,9199.17789329145,8907.8381273582,5705.39923222194,6112.88291225207,6730.83678250321,6690.04478601228,4796.53331389928,4869.13422621242,5858.2860595119,37.4,40.08,42.76382778,45.4,48.94517397,53.8,56.80248377,62.08563779,65.93980141,65.93980141,154.0215659,162.8627901,130.4067075,138.7697716,135.4535707,126.7057876,135.5726544,148.145421,147.8293071,150.2880072,74.63,74.63,74.63,81.64,81.64,81.64,81.64,81.64,81.64,81.64,52.1327018737793,56.1904754638672,56.1904754638672,51.9047622680664,51.9047622680664,50,51.4150924682617,58.4905662536621,57.0754699707031,57.0754699707031
"234","Sweden",61126.9431963979,60020.3604576572,51545.4836095322,51965.1571531985,53791.5087298403,54589.0603860606,51939.4297445291,52837.9039778149,61143.2212428047,55873.2208108977,94.7836,92.52,90.61019664,89.65094761,93.00626697,89.24696316,94.49344341,94.53943122,94.6703163,95.00970335,124.5150033,126.3146745,128.3214584,126.02018,124.4688458,124.246327,125.5936109,123.3665446,124.3473047,125.0711442,83.25,83.28,83.39,83.54,83.58,83.57,83.95,83.53,77.92,78.56,90.0473937988281,88.0952377319336,80.9523773193359,87.1428604125977,81.9047622680664,81.6037750244141,85.8490600585938,86.3207550048828,86.7924499511719,86.7924499511719
"235","Switzerland",87304.3305813557,88724.9909402638,83806.4476003837,82153.0745447889,82254.3769269767,85216.6429514169,84121.9310304414,85656.322666307,91991.6004583563,92101.4697414382,86.34,87.4,87.4790556,89.13468774,89.68614767,91.8,93.14608695,94.34995199,95.56937168,95.56937168,136.5991059,136.1783661,135.7591625,134.2677888,131.1998185,126.7095617,126.9492891,127.4054064,123.4337574,119.5610489,81.3,80.69,80.57,80.99,81.04,81.36,81.69,81.27,80.55,79.3,98.1042633056641,98.0952377319336,96.6666641235352,94.7619018554688,94.2857131958008,95.2830200195313,94.3396224975586,93.3962249755859,92.4528274536133,92.4528274536133
"237","Tajikistan",1038.32071675482,1094.43012404924,970.362599670694,801.39383995978,844.365249851831,850.666958178735,889.023371807526,852.330229589791,916.691967061922,1054.18948358818,16,17.49,18.98,20.47,21.96,21.96,21.96,21.96,21.96,21.96,92.63194377,96.06972949,99.58867028,107.7324632,110.9626605,109.5514394,117.7572718,121.3847714,118.8094765,118.8094765,65.77,65.77,65.77,65.77,65.77,65.77,65.77,65.77,65.77,65.77,13.2701425552368,23.3333339691162,18.0952377319336,20,22.8571434020996,19.8113212585449,26.8867931365967,27.3584899902344,25.4716987609863,25.4716987609863
"238","Tanzania",955.3212890625,1012.98474121094,929.107238769531,942.88134765625,975.924560546875,1011.59967041016,1050.93237304688,1104.16442871094,1146.03198242188,1192.40380859375,4.4,7,10,13.50423285,15.99999943,17.1,18.27725712,23.44750876,31.63313086,31.63313086,55.7173455,62.70380186,75.49194539,73.60819776,71.00758398,74.87851487,79.64452642,83.00888599,84.99103625,91.89984822,65.75,94.33,94.33,94.33,94.33,94.33,94.33,29.63,29.63,29.63,40.7582931518555,25.238094329834,31.4285717010498,29.0476188659668,27.1428565979004,25.943395614624,31.6037731170654,28.301887512207,30.6603775024414,30.6603775024414
"239","Thailand",6041.13401347979,5822.37772319938,5708.79414662172,5854.46385243079,6436.78964911639,7124.55886705161,7628.57608699366,7001.78541255771,7060.89760941608,6908.80211929543,28.94,34.89,39.31612674,47.50496562,52.89192934,56.81748093,66.65241946,77.84374066,85.26956666,87.97728101,134.8819857,138.7860081,146.4441042,169.4859395,171.4147843,175.8777812,181.7670258,162.7043297,168.7823161,176.3169269,85.69,85.69,85.17,84.23,83.91,83.81,82.8,81.57,81.12,81.16,9.95260620117188,16.1904754638672,14.7619047164917,14.2857141494751,19.0476188659668,18.8679237365723,28.301887512207,25.943395614624,27.3584899902344,27.3584899902344
"240","Timor-Leste",1201.42360886915,1221.53422853912,1322.30088745104,1347.92636060894,1283.52588207378,1239.36608695997,1584.26382222333,1660.30830887811,2741.39394462437,2358.4090544008,11,17.5,18.6,21.2,24.2,27.6,28.00455613,34.12927356,39.45131242,39.45131242,55.95946813,116.1136197,114.1693613,121.8496083,125.2075432,116.3766548,111.3100361,105.9938692,104.9381426,110.4161199,68.73,68.73,68.73,70.83,70.83,70.83,70.83,70.83,64.83,64.83,35.5450248718262,38.0952377319336,36.1904754638672,46.1904754638672,49.0476188659668,53.7735862731934,55.6603775024414,52.8301887512207,52.8301887512207,52.8301887512207
"241","Togo",826.428607280639,853.007813755102,760.242911612052,787.280161556316,814.41983755384,873.555156326018,848.304826917637,875.245409906734,964.050010186895,918.376755793481,4.5,5.7,7.12,11.31,12.36022497,15.5,20.72732716,29.07583302,34.98405528,34.98405528,59.98952468,61.96318168,64.96798974,71.85967389,77.29610922,76.36078188,75.68981987,77.18623928,72.35295227,74.18189659,65.86,65.86,65.86,65.86,78.29,78.29,78.29,78.29,78.29,78.29,36.0189590454102,38.5714302062988,38.0952377319336,39.0476188659668,17.1428565979004,16.0377349853516,16.0377349853516,16.0377349853516,19.8113212585449,19.8113212585449
"242","Tonga",4208.18868562018,4125.4260282984,4117.93037018511,3978.43821197087,4367.25562971244,4649.61351282985,4878.97818832247,4605.97087843701,4425.9705910742,4425.9705910742,32.75396061,35.95444145,38.65127243,39.95,46.2,53.4,61.78962999,66.64843101,71.58657964,71.58657964,53.69365668,63.77431396,69.25331223,75.68017558,102.3933975,102.6514503,59.17428133,58.90512475,60.67706123,60.67706123,70.35,70.35,70.35,70.35,70.35,70.35,70.35,70.35,73.43,73.43,77.2511825561523,76.6666641235352,76.1904754638672,78.5714263916016,73.8095245361328,78.301887512207,84.9056625366211,85.3773574829102,89.6226425170898,89.6226425170898
"243","Trinidad and Tobago",19821.528649641,20327.9834550529,18389.5310289802,15991.1087914364,16094.6667788294,16164.1613344567,15690.9630952205,13871.7982158614,16032.502767725,18222.2603252218,59.9,62.4,65.1,67.8,70.6,70.6,78.96497802,78.67115844,79,79,134.9228758,136.5285204,145.4189458,147.4037146,137.3344641,131.0947831,142.3545434,130.9488475,130.8832291,130.5663978,72.5,73.07,71.43,71.39,71.39,71.39,71.39,71.08,66.69,66.69,49.7630348205566,55.7142868041992,57.6190490722656,56.6666679382324,55.7142868041992,54.2452812194824,50.9433975219727,51.4150924682617,51.886791229248,51.886791229248
"244","Tunisia",4308.33742099708,4398.63869540854,3960.92484913663,3796.10901086093,3569.71883883673,3577.1694604526,3477.84427052074,3497.73323057269,3807.18456310206,3776.66777934015,43.8,46.16,46.49999434,49.59999484,55.50015506,64.19081023,66.6999983,72.80748713,78.98965145,78.98965145,112.495978,124.9776707,126.2861685,122.2187555,121.3575682,123.7705691,122.5882901,122.1279008,127.5767095,129.2577838,63.49,55.18,67.23,66.09,66.58,66.58,70.3,70.3,70.3,70.3,18.9573459625244,18.5714282989502,16.6666660308838,11.4285717010498,13.8095235824585,16.9811325073242,17.9245281219482,25.4716987609863,22.1698112487793,22.1698112487793
"245","Turkiye",12507.8031578864,12020.349659273,10851.9201069804,10734.2564687192,10464.007789586,9400.83633703723,9103.01239697463,8561.0643326366,9661.22773420424,10616.0610448133,46.25,51.04,53.74497914,58.34773401,64.68461768,71.04276084,73.97670229,77.6695605,81.40843745,83.43716576,90.96975758,92.0323995,92.45799717,92.64658163,94.77443648,96.74999684,96.77676962,97.61417509,101.785223,105.807654,79.19,79.07,79.6,79.55,80.03,79.32,79.19,74.91,76.5,77.29,10.9004735946655,11.9047622680664,9.0476188659668,4.7619047164917,7.14285707473755,10.3773584365845,9.90566062927246,12.7358493804932,12.2641506195068,12.2641506195068
"248","Tuvalu",3536.90117547358,3556.37878915785,3384.38253416751,3836.07307089399,4181.43756939925,4419.25632329714,4940.0506820692,4674.90908818494,5372.75676603732,5334.98860491543,21.2,24.1,27.3,31,35.2,35.2,35.2,35.2,71.58657964,71.58657964,31.14123466,34.865584,60.67849591,70.03317361,73.88252678,78.2328578,82.14676889,81.30815792,80.32845412,80.32845412,87.33,87.33,87.33,87.33,86.85,86.85,86.85,86.85,86.85,86.85,93.8388595581055,97.1428604125977,97.6190490722656,97.1428604125977,93.3333358764648,97.6415100097656,92.9245300292969,92.9245300292969,94.8113174438477,94.8113174438477
"249","Uganda",819.757867445612,897.509728519811,864.180059367602,753.684405538911,766.177603973574,793.12808227851,823.024732829946,846.881199214807,883.465728078128,964.224385224431,5.1,5.4,5.8,5.9,5.9,6,6.017815092,6.1,10.34242044,10.34242044,51.22432461,56.04810199,53.95330716,58.94061569,62.17465834,58.94688705,59.12932943,62.35610757,65.70386414,69.986293,93.94,93.94,93.94,93.94,90.86,90.86,90.86,90.86,86.69,86.69,19.9052124023438,15.2380952835083,20.9523811340332,21.4285717010498,26.1904754638672,21.2264156341553,22.6415100097656,19.3396224975586,18.3962268829346,18.3962268829346
"250","Ukraine",4187.73974609375,3104.65380859375,2124.66259765625,2187.7275390625,2638.32543945313,3096.5625,3661.45776367188,3751.7373046875,4827.845703125,4533.9755859375,40.954129,46.23597546,48.88464368,53.0009696,58.88947945,62.55315539,70.1248443,75.03790912,79.21829353,79.21829353,138.4411243,144.2788474,142.0030379,133.1689539,131.3565115,127.753861,130.6294363,129.3411657,135.025689,135.025689,73.13,73.13,73.54,72.51,72.15,72.93,67.69,66.55,66.51,66.51,20.8530807495117,5.7142858505249,5.2380952835083,6.66666650772095,6.66666650772095,5.66037750244141,8.96226406097412,12.2641506195068,11.7924528121948,11.7924528121948
"251","United Arab Emirates",45729.607675743,46865.9645976866,41525.1389043587,41054.5395698941,43063.9674785596,46722.2687193126,45376.1708390447,37629.1741680652,44315.554183896,53757.8632508308,88,90.4,90.5,90.60000732,94.81992254,98.45000178,99.14999796,100,100,100,183.5446297,190.3476162,201.219729,221.308772,218.6322987,219.700673,212.804439,197.8438703,194.7336208,212.2208173,81.4,81.4,81.4,81.4,81.4,80.24,80.24,80.24,78.44,78.44,74.8815155029297,71.9047622680664,70.476188659668,65.2380981445313,66.6666641235352,69.3396224975586,69.3396224975586,66.0377349853516,66.5094375610352,66.5094375610352
"252","United Kingdom",43449.0917173139,47447.5889322667,45071.0743234873,41146.0773555246,40622.6893883232,43306.3083049317,42747.080460496,40318.4169225055,46585.8975644567,45850.4261222629,89.8441,91.61,92.00029987,94.77580063,90.42455049,90.69200899,92.51662855,94.81820132,96.68023657,96.68023657,122.3501829,121.1308315,121.5048919,120.2210676,119.7294099,118.7527408,120.8484884,117.8163133,118.5668355,120.8191165,84.07,83.69,83.76,83.77,83.82,83.94,84.51,84.51,84.51,84.51,63.0331764221191,59.523811340332,61.4285697937012,58.5714302062988,60.476188659668,50.4716987609863,63.2075462341309,61.3207550048828,62.7358474731445,62.7358474731445
"253","United States",53291.1276891406,55123.8497869046,56762.7294515989,57866.7449341091,59907.754260885,62823.309438197,65120.3946628653,63528.6343027508,70219.472454115,76398.5917422054,71.4,73,74.55420245,85.54442129,87.27488917,88.49890317,89.43028486,90.62047017,91.75320833,91.75320833,97.28308055,100.1748375,102.3083933,103.3702501,103.1297891,104.847944,106.4140195,104.9353748,107.319451,110.1664718,74.97,74.35,73.84,73.56,73.25,73.17,73.13,71.64,71.38,71.78,66.8246459960938,65.7142868041992,67.1428604125977,59.523811340332,57.1428565979004,60.3773574829102,52.8301887512207,48.113208770752,47.6415100097656,47.6415100097656
