"","Country.Name","NY.GDP.PCAP.CD.YR2013","NY.GDP.PCAP.CD.YR2014","NY.GDP.PCAP.CD.YR2015","NY.GDP.PCAP.CD.YR2016","NY.GDP.PCAP.CD.YR2017","NY.GDP.PCAP.CD.YR2018","NY.GDP.PCAP.CD.YR2019","NY.GDP.PCAP.CD.YR2020","NY.GDP.PCAP.CD.YR2021","NY.GDP.PCAP.CD.YR2022","IT.NET.USER.ZS.YR2013","IT.NET.USER.ZS.YR2014","IT.NET.USER.ZS.YR2015","IT.NET.USER.ZS.YR2016","IT.NET.USER.ZS.YR2017","IT.NET.USER.ZS.YR2018","IT.NET.USER.ZS.YR2019","IT.NET.USER.ZS.YR2020","IT.NET.USER.ZS.YR2021","IT.NET.USER.ZS.YR2022","IT.CEL.SETS.P2.YR2013","IT.CEL.SETS.P2.YR2014","IT.CEL.SETS.P2.YR2015","IT.CEL.SETS.P2.YR2016","IT.CEL.SETS.P2.YR2017","IT.CEL.SETS.P2.YR2018","IT.CEL.SETS.P2.YR2019","IT.CEL.SETS.P2.YR2020","IT.CEL.SETS.P2.YR2021","IT.CEL.SETS.P2.YR2022","SL.TLF.ADVN.ZS.YR2013","SL.TLF.ADVN.ZS.YR2014","SL.TLF.ADVN.ZS.YR2015","SL.TLF.ADVN.ZS.YR2016","SL.TLF.ADVN.ZS.YR2017","SL.TLF.ADVN.ZS.YR2018","SL.TLF.ADVN.ZS.YR2019","SL.TLF.ADVN.ZS.YR2020","SL.TLF.ADVN.ZS.YR2021","SL.TLF.ADVN.ZS.YR2022","PV.PER.RNK.YR2013","PV.PER.RNK.YR2014","PV.PER.RNK.YR2015","PV.PER.RNK.YR2016","PV.PER.RNK.YR2017","PV.PER.RNK.YR2018","PV.PER.RNK.YR2019","PV.PER.RNK.YR2020","PV.PER.RNK.YR2021","PV.PER.RNK.YR2022"
"58","Czechia",20133.1691431353,19890.9199056648,17829.6983223668,18575.2320271915,20636.199952435,23424.4804601855,23664.8478631108,22992.8793833348,26822.5141862111,27638.3732756288,74.1104,74.23171164,75.6688387,76.4811987,78.71917285,80.68816754,80.86694441,81.33889705,82.67062427,84.54009378,130.4791683,132.2892387,118.34677,118.5935717,119.9885389,120.5956604,124.3382405,123.4438209,126.4124254,128.4101866,71.45,75.77,75.63,75.68,76.21,76.96,76.24,75.5,76.01,76.8,87.6777267456055,83.3333358764648,82.3809509277344,81.4285736083984,83.3333358764648,87.2641525268555,80.1886825561523,78.301887512207,83.0188674926758,83.0188674926758
"59","Denmark",61191.1937042028,62548.9847332908,53254.8563700916,54663.9983719195,57610.0981801135,61591.9288698958,59592.9806886454,60915.4243995462,68007.7566732954,66983.1320017138,94.6297,95.99,96.33050162,96.96778525,97.09936216,97.31920437,98.04643475,96.54914573,98.8658506,97.86011812,124.9897251,126.7151649,124.683046,122.397232,124.4641018,125.1362568,124.9761468,124.4957422,125.7822877,126.549332,77.96,77.06,77.2,76.8,76.9,76.83,77.2,76.95,76.81,77.13,80.0947875976563,78.5714263916016,76.6666641235352,74.7619018554688,76.1904754638672,82.0754699707031,82.5471725463867,81.1320724487305,80.6603775024414,80.6603775024414
"60","Djibouti",2102.19794830208,2239.11453821208,2409.31190224284,2545.73879850905,2655.73321960188,2755.83829341814,2876.04366371536,2917.9962809563,3050.30628163732,3136.11296031934,12.7,17,22.9,30.8,55.68140925,58,59.34196605,61.26152265,68.86318451,68.86318451,25.12191884,29.0216422,31.23947214,33.73974603,35.86235007,37.36641575,38.53522459,39.81402662,44.26176127,46.32720375,70.78,70.78,70.78,70.78,70.78,70.78,70.78,70.78,70.78,70.78,42.6540298461914,20.9523811340332,30,24.2857151031494,20,41.5094337463379,32.5471687316895,29.7169818878174,21.2264156341553,21.2264156341553
"62","Dominican Republic",6171.29506392047,6533.67096798065,6838.9367346602,7191.06971254766,7513.49795078555,7947.1593538657,8173.34464573914,7167.91493205787,8476.7496882797,10120.5511632969,45.9,49.58,54.21576634,63.87086474,67.57124533,74.82204836,79.71545398,82.19830578,85.24298638,85.24298638,90.58150835,80.75708159,84.54150519,82.71721586,82.36053386,83.02096599,82.22940664,81.72601454,87.56486177,90.39141331,82.28,79.4,84.24,84.46,84.3,83.52,83.76,80.08,81.38,81.38,54.9763031005859,50.9523811340332,54.761905670166,55.238094329834,52.8571434020996,47.6415100097656,47.1698112487793,52.3584899902344,50.4716987609863,50.4716987609863
"67","Ecuador",6050.3546113274,6374.6314856366,6130.58667556768,6079.08873612077,6246.40425217932,6321.34940071717,6233.25816692363,5645.19928965332,5965.13287054416,6391.28248430643,40.27912194,45.59039067,48.94043379,54.06292473,55.8,57.5,59.2,70.7,76.20289766,69.71811352,105.7445117,104.0590503,79.92016129,84.44422411,87.74901563,92.69594524,91.40531396,88.04208636,94.33558884,97.16544081,79.28,78.43,80.41,80.74,80.65,79.38,78.32,78.32,76.32,77.37,39.3364944458008,45.238094329834,40.9523811340332,44.2857131958008,41.4285697937012,42.9245300292969,39.1509437561035,37.7358474731445,37.2641525268555,37.2641525268555
"68","Egypt, Arab Rep.",3088.8908340843,3196.86138078687,3370.38244716015,3331.61246134688,2439.96728439968,2531.20007864537,3017.25833578941,3571.5569065135,3886.7224983901,4295.40749561014,29.4,33.89460391,37.81938343,41.24806709,44.95020425,46.92433677,57.2828664,71.91420096,72.06,72.19806524,106.775786,99.71097052,96.20599379,98.00309829,101.1482612,90.40274284,90.26837878,88.73336258,94.68027811,93.20626903,76.84,75.06,75.83,77.64,75.79,70.1,70.1,63.83,63.72,63.72,7.10900497436523,7.61904764175415,8.5714282989502,9.0476188659668,9.0476188659668,12.2641506195068,12.2641506195068,11.7924528121948,14.6226415634155,14.6226415634155
"69","El Salvador",3555.16209958481,3638.51765819162,3761.51368000275,3870.31298246063,3986.04901435439,4145.86235103186,4280.28840404719,3961.72663347599,4664.31122268385,5127.32166823012,23.1093,24.76171215,26.80260496,28.99707305,33.8207289,43.8,50.49119407,54.60136976,62.88028717,62.88028717,145.3672715,148.0522346,149.7999219,154.1835626,151.2456887,150.3024373,165.5481968,158.1030557,175.3370318,181.6273204,88.69,87.39,84.2,84.35,82.34,85.49,82.69,80.3,84.88,83.6,45.497631072998,43.8095245361328,44.761905670166,42.8571434020996,35.7142868041992,32.5471687316895,43.3962249755859,43.8679237365723,40.5660362243652,40.5660362243652
"72","Estonia",19056.0019226991,20261.0667303883,17402.0376128079,18295.3429322119,20437.7653767361,23165.8494786433,23424.4847073513,23595.2436836437,27943.701219882,28332.6290917984,80.0043,84.24152803,88.4097035,87.24023275,88.10245687,89.35700777,90.2289282,89.05828666,90.97970174,91.02128973,146.2404646,144.352489,144.7940413,144.227031,144.5430113,145.5233453,147.0228833,144.8567221,149.0807939,155.0300061,80.63,79.86,81.27,81.17,81.92,81.5,82.11,82.11,76.64,77.46,68.2464447021484,72.8571395874023,65.7142868041992,68.5714263916016,69.0476226806641,64.6226425170898,67.4528274536133,70.7547149658203,70.2830200195313,70.2830200195313
"73","Eswatini",4111.12835304282,3928.52291126341,3583.31129031343,3339.99042721438,3824.04678338499,4021.44555622456,3818.54042507683,3372.90463883844,3982.90522931685,4039.51803604474,24.7,25,25.64304231,28.57,35.3,43.7,54.0343672,56.42093688,58.91291568,58.91291568,79.85199214,81.43072216,82.98528312,87.08788612,89.23735659,89.85382979,91.85072327,105.8184652,120.0524881,122.1702298,82.56,82.56,82.56,82.56,82.56,82.56,82.56,82.56,82.56,82.56,32.2274894714355,29.0476188659668,28.5714282989502,27.619047164917,35.238094329834,33.0188674926758,36.3207550048828,47.1698112487793,46.698112487793,46.698112487793
"74","Ethiopia",490.792474148698,557.534148360438,630.312627132481,705.617512258288,755.752645114994,758.297690230677,840.449603427131,918.652594077418,925.000697216762,1027.58591828225,4.6,7.7,13.85517556,15.36692386,15.6,15.9,16.15232553,16.42294727,16.6981031,16.6981031,26.41709068,30.56740707,41.29095943,48.64890266,36.59958437,36.59958437,36.73307203,37.97222807,53.62352623,56.02453443,93.59,93.59,93.59,93.59,93.59,93.59,93.59,93.59,93.59,93.59,8.05687236785889,8.5714282989502,8.09523773193359,7.61904764175415,7.61904764175415,10.8490562438965,11.3207550048828,5.66037750244141,4.24528312683105,4.24528312683105
"81","Fiji",4586.95616503226,5305.06340024667,5105.1900392223,5368.43365862436,5825.19881260364,6073.39519537246,5968.31955666383,4864.10600771307,4646.53792141919,5316.65838506043,35.2,37.4,42.5,49.42,65.78,68.9,77.18669679,84.8767809,87.65996651,87.65996651,101.8559247,95.6983704,105.3150894,113.7541364,112.502149,110.4466178,112.143753,107.7223274,107.2344015,107.2344015,92.07,92.07,92.07,80.73,80.73,80.73,80.73,80.73,80.73,80.73,44.0758285522461,64.2857131958008,63.8095245361328,78.5714263916016,67.1428604125977,77.3584899902344,73.1132049560547,68.8679275512695,68.3962249755859,68.3962249755859
"82","Finland",49892.2233632736,50327.2402902624,42801.9081167285,43814.0265056977,46412.1364777173,49987.6261584959,48629.8582283024,49169.719338849,53489.7520190898,50536.6244670541,91.5144,86.53039275,86.42213333,87.70364996,87.46892907,88.88996,89.60738511,92.17027106,92.80806082,92.98879471,136.2635488,139.2050448,134.9804296,131.3887581,129.9894338,129.6355826,129.4929527,128.7646479,129.1548109,128.6830329,75.51,75.04,75.03,74.44,74.15,74.15,74.03,73.98,74.79,74.72,97.1563949584961,96.1904754638672,87.1428604125977,83.8095245361328,87.6190490722656,80.1886825561523,76.4150924682617,82.5471725463867,85.3773574829102,85.3773574829102
"84","France",42602.7179652671,43068.5487241732,36652.9223052178,37062.5335723839,38781.049487084,41557.8548588869,40494.8982936269,39055.2829280747,43658.9789781222,40963.837337041,81.9198,83.75,78.00603771,79.26981132,80.50245972,82.04318678,83.33974409,84.70640914,86.09548575,85.33331549,99.98234788,102.8881154,104.4996731,105.5973124,107.5983841,109.5588076,111.8637727,112.8271405,116.6934991,118.8472962,76.16,77.38,77.52,77.29,76.6,76.55,76.64,75.65,77.38,77.27,62.0853080749512,58.0952377319336,51.4285697937012,43.3333320617676,56.1904754638672,48.113208770752,57.0754699707031,57.0754699707031,56.6037750244141,56.6037750244141
"87","Gambia, The",647.385537546887,561.649639269727,611.671217782995,640.67627011057,632.001017887163,683.324637893351,722.875350964205,704.030457831626,772.151452383989,840.010193356007,14,15.56,17.6,19.9,22.5,25.5,28.80487199,31.60419095,32.96228971,32.96228971,87.01025804,104.3248597,120.5286503,122.480565,124.5599874,130.1227936,103.0224594,104.038819,101.4408792,101.4408792,74.47,74.47,74.47,74.47,74.47,74.47,74.47,74.47,74.47,74.47,44.5497627258301,39.523811340332,47.1428565979004,30,40.9523811340332,44.3396224975586,55.1886787414551,55.1886787414551,53.301887512207,53.301887512207
"88","Georgia",4623.88471369397,4739.27780775509,4014.11224099111,4062.12697838612,4356.9285949639,4722.0424231414,4696.15058555612,4255.74299321254,5023.27438368985,6627.70698037798,43.3,44,47.56975964,58.45928961,59.7055046,62.7179082,68.84671356,72.53157487,76.44271451,78.71127536,131.8829896,143.0956472,147.1900215,146.6908947,145.8786023,144.7181513,142.7295197,135.4280451,147.7548843,156.086567,75.85,76.13,76.09,77,73.8,72.1,71.98,72.3,72.3,72.3,31.2796211242676,34.761905670166,29.5238094329834,33.8095245361328,31.9047622680664,29.7169818878174,27.8301887512207,33.0188674926758,31.6037731170654,31.6037731170654
"89","Germany",46298.9229177345,48023.8699845455,41103.2564363768,42136.1207908003,44652.5891722723,47939.2782884496,46793.6867615995,46772.8253507537,51203.5544731043,48432.4558732596,84.17,86.19,87.58979935,84.16520664,84.3941537,87.03711209,88.13451691,89.81294133,91.43060973,91.62984383,122.4697309,121.5873792,117.4073504,125.6749823,132.7695384,129.6794748,128.9265144,128.8867207,127.5648538,125.2251369,74.23,73.92,73.62,74.04,73.84,73.75,74.4,72.61,72.93,73.25,76.3033142089844,78.0952377319336,68.5714263916016,69.523811340332,65.7142868041992,65.0943374633789,65.5660400390625,69.3396224975586,70.7547149658203,70.7547149658203
"90","Ghana",2282.40750113579,1942.92186873525,1711.27147078346,1900.3978364641,1998.72266579856,2180.02968425645,2167.92544002254,2176.57621802942,2410.87730858166,2175.85976967011,15,19,23,28,37.88415262,43,45.00963073,56.68215981,68.2,68.2,101.8197062,107.6762148,121.2582209,129.6091402,121.6049315,132.601312,129.6132895,125.7336966,123.2115092,119.6243981,80.52,80.52,83.89,83.89,66.75,66.75,66.75,66.75,66.75,66.75,47.8672981262207,41.4285697937012,44.2857131958008,40.9523811340332,50.9523811340332,45.2830200195313,52.3584899902344,53.301887512207,49.0566024780273,49.0566024780273
"92","Greece",21787.7877636036,21616.7100094905,18083.8779056547,17923.9668134721,18582.0893411633,19756.9904562547,19144.2843875557,17658.9473011189,20192.5963039061,20732.0522190537,59.8663,63.21,66.83495949,69.08791547,69.89297065,72.23837339,75.67120669,78.11584474,78.49426371,83.17066333,114.697312,111.7981465,116.2863558,116.6439809,120.9954184,114.4592115,112.370475,108.5687131,110.0393141,109.0631741,76.95,74.92,76,75.89,75.6,75.78,75.71,74.39,73.75,74.64,40.2843589782715,40.476188659668,38.5714302062988,41.4285697937012,41.9047622680664,53.301887512207,54.2452812194824,51.886791229248,51.4150924682617,51.4150924682617
"96","Guatemala",3522.76754110253,3779.62604225079,3994.62908519019,4173.28130287658,4454.02466102158,4485.75238352401,4647.80734000427,4609.89725752869,5029.47733808268,5473.20874104102,19.7,23.4,28.80594156,34.50932609,37.9,41.5,44.40104984,47.51234167,50.84164945,50.84164945,140.8080978,107.624353,113.250852,112.1141459,120.555015,121.4676927,122.0257077,117.4393951,125.6487512,115.1820498,85.84,79.64,85.21,82.56,82.1,81.98,81.43,81.43,84.59,79.58,23.6966819763184,23.8095245361328,22.8571434020996,25.238094329834,23.3333339691162,28.301887512207,25,32.5471687316895,33.0188674926758,33.0188674926758
"97","Guinea",757.692272508395,774.56903955885,756.425589848067,720.47325520799,843.464279212393,944.417268594849,1043.89988619523,1073.6593389589,1189.17599946636,1531.65647549394,4.5,6.4,9.2,13.1,18.7,21.83002304,23.36626025,28.8232306,34.68012393,34.68012393,67.26532573,76.6188968,92.58559996,93.11888331,95.58208181,95.6840313,99.96476034,104.466802,101.9442494,101.9442494,79.51,79.51,79.51,79.51,79.51,79.51,79.51,79.51,79.51,79.51,11.8483409881592,14.2857141494751,32.8571434020996,31.4285717010498,21.4285717010498,16.5094337463379,18.3962268829346,23.1132068634033,15.5660381317139,15.5660381317139
"98","Guinea-Bissau",616.159928711499,605.122546472108,585.957012585401,642.666390083655,718.245737769192,781.644367627497,730.611432269736,710.258132977055,795.118605034735,775.828965734682,3.1,3.32,6.1,13.8,14.8,15.7,22.92009029,27.90528061,35.15498736,35.15498736,55.36194016,63.57432905,69.23136263,70.0898639,76.32738349,76.91042128,80.71131758,94.94153271,108.5305095,125.9324571,72.34,72.34,72.34,72.34,72.34,72.34,72.34,72.34,72.34,72.34,19.4312801361084,22.8571434020996,27.1428565979004,28.5714282989502,28.5714282989502,21.698112487793,25.943395614624,21.2264156341553,36.3207550048828,36.3207550048828
"99","Guyana",5576.25021487173,5495.37708403271,5668.42976474423,5905.38019563205,6220.97856820609,6094.90983679015,6477.29672607993,6863.07434593017,9998.54431136155,18989.7901988355,31,32,34,35.66,37.32583679,37.32583679,78.63994332,81.8019792,84.79357266,84.79357266,74.26012148,75.47512698,71.86433405,77.02134274,84.27229801,84.27229801,97.40182509,107.375546,106.3926311,106.3926311,78.44,78.44,78.44,78.44,78.44,78.44,79.14,79.14,79.14,79.14,30.3317527770996,40.9523811340332,41.4285697937012,45.7142868041992,45.238094329834,39.6226425170898,38.2075462341309,42.9245300292969,42.9245300292969,42.9245300292969
"103","Honduras",2064.55051938928,2164.42451571622,2257.22528369354,2295.53623075587,2403.30609417895,2457.68601233921,2519.36619342175,2354.12148010105,2771.72261645247,3040.17307960182,17.8,23,27.1,29.52821808,31.73579247,36.04006082,39.38835219,43.48954646,48.08351858,48.08351858,86.68153462,84.63214651,86.59296148,82.79219153,85.52647898,77.49076112,75.91082245,68.76918576,73.55959801,76.0806241,88.86,86.2,85.72,86.74,83.6,86.5,84.09,84.09,85.17,85.17,31.7535552978516,28.0952377319336,29.0476188659668,30.4761905670166,26.6666660308838,28.7735843658447,24.5283012390137,27.8301887512207,25,25
"104","Hong Kong SAR, China",38403.7777145477,40315.3722179377,42432.1619740441,43734.1980702999,46160.429791493,48537.5668888343,48359.0032522111,46109.2299946609,49764.793115622,48983.623801213,74.2,79.86627043,84.94835296,87.47941467,89.41594465,90.50739533,91.74340039,92.41313602,93.08715788,95.61357052,232.6098087,230.6723731,226.0108938,236.4865739,246.5284142,265.9712453,286.2244771,291.4989659,319.4262706,291.9103362,76.61,76.01,76.55,76.18,76.79,76.66,76.49,76.98,77.08,75.1,75.8293838500977,90.9523773193359,88.0952377319336,72.3809509277344,75.2380981445313,71.698112487793,39.6226425170898,50,54.7169799804688,54.7169799804688
"105","Hungary",13715.0703590361,14294.2584180751,12717.038597002,13104.6995457458,14621.2395956755,16425.2050299693,16786.2136399075,16125.6094085407,18772.1411117581,18463.2085249699,72.6439,75.65319745,72.83473703,79.25941213,76.75054712,76.07436064,80.37169361,84.77115202,88.64083466,90.46084106,117.1374199,118.8347046,100.5722734,101.3947585,101.5946158,102.7165638,105.1259564,105.9697831,106.9277943,104.0561504,74.86,72.6,72.71,73.45,72.82,72.95,72.91,71.55,76.8,77.76,70.6161117553711,68.5714263916016,70,67.1428604125977,74.7619018554688,71.2264175415039,71.698112487793,73.1132049560547,75.9433975219727,75.9433975219727
"107","Iceland",49804.9829978371,54576.7448146565,52951.6815110898,61987.9263620283,72010.1490316258,74452.1890731447,68403.1448095284,58813.7969830876,68594.0081044426,72902.9799538499,96.5468,98.16,98.2,98.2400163,98.25520119,99.01095399,99.50494117,99.5327519,99.68701957,99.68701957,109.9498803,112.9417905,115.9665922,119.6434051,116.7618266,116.5506905,114.5997217,114.9221778,118.0741761,122.5171495,90.81,91.01,91.71,91.75,91.33,90.21,90.16,88.07,85.96,86.69,94.3127975463867,94.2857131958008,95.7142868041992,96.1904754638672,96.1904754638672,96.698112487793,99.5283050537109,96.2264175415039,95.7547149658203,95.7547149658203
"112","India",1438.05699513067,1559.86377161811,1590.17432166504,1714.2795405846,1957.96981368095,1974.37773014516,2050.16378973235,1913.21972103493,2238.12713873311,2388.62119776762,12.3,13.5,14.9,16.5,18.2,20.08130004,29.52351142,43.40544313,46.31,46.31,68.6455143,72.21351677,75.67324414,84.25058892,86.31708801,85.90350833,83.25286162,82.621059,81.98893361,80.64857717,60.65,60.65,60.65,60.65,60.65,60.65,61.45,61.1,61.89,61.89,12.3222751617432,13.8095235824585,17.1428565979004,14.7619047164917,18.5714282989502,14.1509437561035,19.8113212585449,19.8113212585449,24.5283012390137,24.5283012390137
"113","Indonesia",3602.88551680629,3476.62485432866,3322.58167907656,3558.81885174287,3839.78507463674,3902.66167542693,4151.22755454135,3895.61815205095,4334.21598260314,4787.99930765134,14.94,17.14,22.0627426,25.4473537,32.33580625,39.90463864,47.69064898,53.72649449,62.10447842,66.48461277,123.6702315,127.0667453,130.8216306,147.24962,164.5351584,119.6084851,126.5946679,130.8110952,133.6505363,114.9005566,86.61,86.41,85.62,85.59,84.87,81.86,84.08,82.26,80.48,80.44,28.4360198974609,30,24.761905670166,32.3809509277344,29.0476188659668,26.8867931365967,27.3584899902344,30.1886787414551,27.8301887512207,27.8301887512207
"114","Iran, Islamic Rep.",6280.68186752661,5757.54333261849,4990.93679537694,5497.24323256491,5758.59072767048,3829.82985506938,3276.75326508099,2746.41948317956,4084.20030479458,4387.82571517872,29.95,39.35,45.33497615,53.22677167,64.04397362,70.200565,72.45090477,75.56986637,78.5957366,78.5957366,83.15971256,86.15521571,90.74220792,96.65573395,103.0079578,103.6264522,136.3859613,146.2076628,154.5542763,164.5020873,40.05,39.5,41.58,43.48,43.48,57.55,56.87,52.61,52.52,52.52,11.3744077682495,17.1428565979004,17.619047164917,17.619047164917,14.7619047164917,9.90566062927246,5.66037750244141,6.60377359390259,7.54716968536377,7.54716968536377
"115","Iraq",6612.90225210234,6215.98603314029,4416.94292281917,4305.20270154631,4725.19357334032,5601.46706102705,5621.18169491752,4251.33725272808,4770.83534274738,5937.19546600271,9.2,13.21,15.2,19.9,26,33.9,44.32634655,45.7863696,48.91718718,78.71561135,91.45533767,89.8045005,88.87962046,86.43095061,84.33798585,89.9894631,89.56113197,88.05916556,93.60441472,98.18424176,74.71,74.71,74.71,74.71,74.71,74.71,74.71,74.71,74.71,74.71,4.26540279388428,2.38095235824585,2.85714292526245,3.33333325386047,2.85714292526245,1.41509437561035,1.41509437561035,1.88679242134094,1.88679242134094,1.88679242134094
"116","Ireland",51546.3547634549,55643.0594338739,62053.9844381587,62895.9111239299,69970.9489145768,79250.387851767,80927.0746710651,85420.1908556082,100172.079253421,104038.946076296,78.2477,83.49172234,83.49479167,83.5,84.11400706,87.00014011,87.00005524,91.99989097,95.16956667,95.16956667,106.3624033,106.283914,105.0634623,103.3786082,102.6618166,102.8335051,105.3980591,105.8205231,107.7677124,113.2768198,81.53,80.53,80.93,80.82,81.11,81.31,81.15,80.61,81.87,82.55,75.3554534912109,87.1428604125977,77.6190490722656,74.2857131958008,85.2380981445313,86.3207550048828,82.0754699707031,82.0754699707031,75.4716949462891,75.4716949462891
"118","Israel",36941.8423573582,38259.6810956173,36206.5222171621,37690.4739511859,41114.7817082553,42406.8454263606,44452.2325623093,44846.7915954816,52166.8121647134,54659.753964319,70.25031195,75.01775316,77.35208966,79.65312418,81.58118359,83.73315696,86.78787762,90.12734091,90.29689758,90.29689758,122.9506712,120.806028,131.9966662,129.5500471,126.8464798,126.5301426,135.9213376,140.1086384,140.4485071,152.2222464,81.41,82.17,82.11,82.29,81.26,81.55,81.4,80.17,80,80,15.1658763885498,12.8571424484253,11.4285717010498,19.0476188659668,16.6666660308838,15.0943393707275,19.3396224975586,17.4528293609619,13.6792449951172,13.6792449951172
"119","Italy",35560.0814062291,35565.7213771491,30242.3861352184,30960.7315088911,32406.7203150137,34622.1696664735,33673.7509627414,31918.6934933773,35770.0496120858,34157.990122464,58.4593,55.63846022,58.14173496,61.32425277,63.077347,74.38718292,67.85071029,70.48342785,74.8623274,85.06074504,160.6017791,149.0557814,145.5869288,142.9771615,139.776512,139.1884938,133.0713342,130.3870472,131.86107,132.971226,74.64,74.62,74.51,75.08,75.07,74.91,74.76,73.66,75.37,75.55,63.9810409545898,60.476188659668,58.5714302062988,59.0476188659668,57.6190490722656,57.0754699707031,59.4339637756348,59.4339637756348,64.1509399414063,64.1509399414063
"120","Jamaica",5143.72217220643,4991.56426734718,5077.55163565712,5022.70332766053,5273.14892328505,5594.49310704577,5626.17040261069,4897.26477019956,5183.58110028848,6047.21646430936,37.1,40.4027351,42.22122119,44.36685637,55.07206705,68.21451709,70.84101697,79.43244028,82.36071561,82.36071561,102.6348215,107.934767,112.2660894,116.5786502,110.0715146,105.44623,107.4668426,101.8728665,102.7483172,106.2021796,76.5,77.05,77.05,76.21,76.02,74.92,75.75,77.28,73.09,73.09,54.502368927002,46.6666679382324,50.9523811340332,57.1428565979004,58.0952377319336,61.3207550048828,58.9622650146484,55.6603775024414,53.7735862731934,53.7735862731934
"121","Japan",40898.6478964744,38475.3952461838,34960.6393843385,39375.4731620781,38834.0529341227,39751.1330982711,40415.9567649547,39986.9286287091,39827.1267678179,33815.3172733799,88.21942891,89.10683302,91.05802839,93.18272128,91.72654724,88.74635089,92.73039781,90.21945812,82.91407928,82.91407928,115.827725,123.8316866,126.1756831,131.3864746,136.4176676,142.4668807,148.2722187,155.7389638,160.8817412,167.5231573,77.51,77.51,77.56,77.72,78.1,78.33,79.09,78.63,78.63,78.63,82.9383850097656,80,89.0476226806641,82.3809509277344,88.5714263916016,88.2075500488281,84.4339599609375,88.2075500488281,86.3207550048828,86.3207550048828
"122","Jordan",4477.61832070861,4255.89430213385,4064.25301043642,4003.40474641177,4073.11640314668,4146.40731063215,4159.67140765344,3987.65017399411,4046.93146710672,4204.50563967692,41.4,46.2,54.22,56.15,64.5,65.2,70.08467395,75.44769493,85.999997,85.999997,134.0380157,128.1170096,145.3297924,98.53271402,94.98702055,83.47869848,72.70773421,63.94061117,65.26176509,67.56799743,65.24,65.24,65.24,65.24,65.24,61.73,58.93,59.04,61.72,61.72,26.0663509368896,27.619047164917,25.7142848968506,27.1428565979004,30,32.0754699707031,37.2641525268555,36.7924537658691,36.7924537658691,36.7924537658691
"124","Kenya",1376.8292062766,1489.9197238099,1496.65356762256,1562.07661095478,1675.98842952557,1845.78341285836,1970.0800629654,1936.25075166045,2069.66113651418,2099.30193826696,13,16.5,16.58785485,16.6,17.82710021,19.5,22.66877336,25.53293999,28.75752799,28.75752799,71.06121963,73.38263833,80.50105901,81.39149513,87.47035459,99.09540718,107.0734925,118.1263492,122.7902388,121.6735548,69.14,69.14,69.14,69.14,69.14,69.14,86.19,86.19,67.62,67.62,13.7440757751465,9.0476188659668,9.5238094329834,10,11.9047622680664,11.7924528121948,12.7358493804932,14.6226415634155,13.2075471878052,13.2075471878052
"125","Kiribati",1628.64244178521,1546.88135922715,1459.14369528831,1506.23102993198,1566.44704429709,1607.22964956271,1410.01508996396,1403.99373815921,1766.14394497188,1701.97012305233,11.5,12.25,14.9,19.41939784,25.30959816,32.9863863,42.99166167,45.14804292,53.6270365,53.6270365,17.65053702,26.09035961,35.13071195,43.87704302,38.32023396,43.62598354,43.99352871,43.22257718,40.83989013,48.82650573,82.66,82.66,82.66,82.66,82.66,82.66,80.62,83.63,83.63,83.63,93.8388595581055,73.8095245361328,72.8571395874023,75.2380981445313,78.5714263916016,86.7924499511719,91.0377349853516,89.6226425170898,93.8679275512695,93.8679275512695
"127","Korea, Rep.",27182.7343101936,29249.5752209742,28732.2310762599,29288.8704389833,31616.8434004683,33436.9230646064,31902.4169048194,31721.2980183057,34997.7816427848,32254.6247153456,84.77,87.55682649,89.8962558,92.84302568,95.06942188,96.02285958,96.15757918,96.50506052,97.57132662,97.16855413,109.1472515,113.3160079,115.5716703,119.46123,123.581176,128.4051056,132.9873505,136.0094467,140.5658819,148.5880603,70.52,71.27,71.94,72.11,72.3,72.24,72.3,71.36,72.18,73.53,57.3459701538086,50.476188659668,53.8095245361328,52.3809509277344,60,65.5660400390625,63.6792449951172,64.6226425170898,67.4528274536133,67.4528274536133
"129","Kuwait",47762.7223166767,43239.8136517377,29315.1960719019,27026.6481960811,29258.289635943,32012.1352035471,30666.2206640015,24297.7011414501,32186.7654076734,43233.4890938984,75.46,78.7,82,85.6,97.99998933,99.59884959,99.54267645,99.10587017,99.7,99.7,175.7841316,202.0425438,196.0922731,189.2095892,173.0666459,164.4554959,164.9822792,155.2673535,162.7763396,180.9950542,72.73,72.73,72.73,72.73,72.73,72.73,72.73,72.73,72.73,72.73,52.6066360473633,51.4285697937012,39.0476188659668,45.238094329834,44.761905670166,51.886791229248,54.7169799804688,54.7169799804688,55.6603775024414,55.6603775024414
"130","Kyrgyz Republic",1282.43824730088,1279.77077699195,1121.08269123697,1120.66706080157,1242.7702228364,1308.13977921847,1374.03113638998,1182.52150620357,1306.17799234979,1606.66807508711,23,28.3,30.24704278,40.5,50.8,57.1,64.1,72,77.92035931,77.92035931,117.7972956,130.0808662,128.1397232,126.5063102,138.3369764,140.3591937,136.3543926,132.4695239,130.3819712,130.3819712,75.74,76.61,76.27,76.07,76.59,73.66,73.66,73.66,73.66,73.66,18.4834117889404,19.5238094329834,18.5714282989502,23.3333339691162,30.9523811340332,27.8301887512207,38.6792449951172,29.2452831268311,31.1320762634277,31.1320762634277
